"A","B","D","group_id","cardinality","synteny","group","chrs","origin","hit_A","hit_B","hit_D","from","n_hits","direction"
"TraesCS1A03G0568300","TraesCS1B03G0659600","TraesCS1D03G0544300",1214,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0571900","TraesCS1B03G0661500","TraesCS1D03G0545600",1219,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0572400","TraesCS1B03G0662300","TraesCS1D03G0546000",1222,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0572600","TraesCS1B03G0662800","TraesCS1D03G0546200",1223,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0573400","TraesCS1B03G0664400","TraesCS1D03G0547100",1228,"01:01:01","syntenic","triad",1,"ABD",TRUE,FALSE,FALSE,"A",1,"Down"
"TraesCS1A03G0573800","TraesCS1B03G0665100","TraesCS1D03G0547500",1229,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0574500","TraesCS1B03G0666600","TraesCS1D03G0547900",1232,"01:01:01","syntenic","triad",1,"ABD",TRUE,FALSE,FALSE,"A",1,"Down"
"TraesCS1A03G0575100","TraesCS1B03G0667100","TraesCS1D03G0548500",1235,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0575600","TraesCS1B03G0667500","TraesCS1D03G0548700",1237,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0576200","TraesCS1B03G0668600","TraesCS1D03G0549400",1239,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0578400","TraesCS1B03G0671400","TraesCS1D03G0552600",1248,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0578800","TraesCS1B03G0671800","TraesCS1D03G0553200",1250,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0579500","TraesCS1B03G0672600","TraesCS1D03G0553800",1252,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS1A03G0580100","TraesCS1B03G0672800","TraesCS1D03G0554000",1254,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS1A03G0580200","TraesCS1B03G0673500","TraesCS1D03G0554100",1255,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0581700","TraesCS1B03G0674200","TraesCS1D03G0554300",1256,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0583200","TraesCS1B03G0676400","TraesCS1D03G0555000",1260,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0583300","TraesCS1B03G0676600","TraesCS1D03G0555100",1261,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0583500","TraesCS1B03G0676700","TraesCS1D03G0555400",1262,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0584300","TraesCS1B03G0677100","TraesCS1D03G0555700",1265,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0584500","TraesCS1B03G0677200","TraesCS1D03G0555800",1266,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0585600","TraesCS1B03G0677900","TraesCS1D03G0556400",1270,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0585700","TraesCS1B03G0678100","TraesCS1D03G0556800",1271,"01:01:01","syntenic","triad",1,"ABD",FALSE,TRUE,TRUE,"BD",2,"Down"
"TraesCS1A03G0585800","TraesCS1B03G0678200","TraesCS1D03G0556900",1272,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0585900","TraesCS1B03G0678300","TraesCS1D03G0557500",1273,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0587300","TraesCS1B03G0679300","TraesCS1D03G0558200",1275,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0587600","TraesCS1B03G0680100","TraesCS1D03G0558500",1276,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0588000","TraesCS1B03G0681400","TraesCS1D03G0559000",1279,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0588700","TraesCS1B03G0682400","TraesCS1D03G0559300",1281,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0589700","TraesCS1B03G0685000","TraesCS1D03G0561000",1287,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0590000","TraesCS1B03G0685800","TraesCS1D03G0561200",1288,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0591500","TraesCS1B03G0686700","TraesCS1D03G0563100",1293,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,TRUE,"D",1,"Down"
"TraesCS1A03G0592000","TraesCS1B03G0687100","TraesCS1D03G0563600",1296,"01:01:01","syntenic","triad",1,"ABD",TRUE,FALSE,TRUE,"AD",2,"Down"
"TraesCS1A03G0592800","TraesCS1B03G0687800","TraesCS1D03G0564400",1297,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0593300","TraesCS1B03G0688200","TraesCS1D03G0564700",1299,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0593400","TraesCS1B03G0688300","TraesCS1D03G0565100",1300,"01:01:01","syntenic","triad",1,"ABD",FALSE,TRUE,TRUE,"BD",2,"Down"
"TraesCS1A03G0593700","TraesCS1B03G0689100","TraesCS1D03G0565500",1301,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS1A03G0599900","TraesCS1B03G0691500","TraesCS1D03G0567900",1309,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0598600","TraesCS1B03G0692600","TraesCS1D03G0568600",1313,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS1A03G0597600","TraesCS1B03G0692800","TraesCS1D03G0569100",1315,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0597500","TraesCS1B03G0693000","TraesCS1D03G0569400",1316,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0597400","TraesCS1B03G0693100","TraesCS1D03G0569500",1317,"01:01:01","syntenic","triad",1,"ABD",TRUE,FALSE,TRUE,"AD",2,"Down"
"TraesCS1A03G0597000","TraesCS1B03G0693300","TraesCS1D03G0569900",1319,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0615800","TraesCS1B03G0698500","TraesCS1D03G0576200",1336,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0615700","TraesCS1B03G0698700","TraesCS1D03G0576600",1337,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0615300","TraesCS1B03G0699900","TraesCS1D03G0576800",1338,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0613700","TraesCS1B03G0700700","TraesCS1D03G0577800",1340,"01:01:01","syntenic","triad",1,"ABD",TRUE,FALSE,TRUE,"AD",2,"Down"
"TraesCS1A03G0610200","TraesCS1B03G0704300","TraesCS1D03G0579700",1349,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0608300","TraesCS1B03G0705900","TraesCS1D03G0580300",1351,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0608100","TraesCS1B03G0706100","TraesCS1D03G0580500",1352,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0607800","TraesCS1B03G0706300","TraesCS1D03G0580700",1354,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0606500","TraesCS1B03G0707100","TraesCS1D03G0581300",1357,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0605200","TraesCS1B03G0707300","TraesCS1D03G0581800",1358,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0605600","TraesCS1B03G0707700","TraesCS1D03G0582200",1361,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0605700","TraesCS1B03G0708000","TraesCS1D03G0582300",1362,"01:01:01","syntenic","triad",1,"ABD",FALSE,TRUE,FALSE,"B",1,"Down"
"TraesCS1A03G0621900","TraesCS1B03G0709400","TraesCS1D03G0583200",1363,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS1A03G0622000","TraesCS1B03G0709800","TraesCS1D03G0583400",1364,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0622400","TraesCS1B03G0710100","TraesCS1D03G0583600",1365,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0622500","TraesCS1B03G0710600","TraesCS1D03G0583900",1366,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0623200","TraesCS1B03G0711800","TraesCS1D03G0584800",1368,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS1A03G0623300","TraesCS1B03G0711900","TraesCS1D03G0584900",1369,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS1A03G0623400","TraesCS1B03G0712000","TraesCS1D03G0585100",1370,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,TRUE,"D",1,"Down"
"TraesCS1A03G0623600","TraesCS1B03G0712400","TraesCS1D03G0585200",1371,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,TRUE,"D",1,"Down"
"TraesCS1A03G0625600","TraesCS1B03G0714500","TraesCS1D03G0586500",1377,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0627000","TraesCS1B03G0716000","TraesCS1D03G0587900",1383,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0628100","TraesCS1B03G0716900","TraesCS1D03G0589500",1387,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0628800","TraesCS1B03G0718600","TraesCS1D03G0590500",1392,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0629600","TraesCS1B03G0719800","TraesCS1D03G0591000",1395,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0630100","TraesCS1B03G0720100","TraesCS1D03G0591500",1398,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0632000","TraesCS1B03G0722400","TraesCS1D03G0592700",1403,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0632500","TraesCS1B03G0722900","TraesCS1D03G0593300",1405,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0634200","TraesCS1B03G0723300","TraesCS1D03G0594400",1407,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0637300","TraesCS1B03G0724700","TraesCS1D03G0596100",1413,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS1A03G0637500","TraesCS1B03G0725000","TraesCS1D03G0596300",1415,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0638100","TraesCS1B03G0725400","TraesCS1D03G0597100",1416,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0638500","TraesCS1B03G0725800","TraesCS1D03G0597400",1417,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0639500","TraesCS1B03G0726800","TraesCS1D03G0597600",1418,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0642300","TraesCS1B03G0728600","TraesCS1D03G0599200",1424,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0643000","TraesCS1B03G0729700","TraesCS1D03G0600200",1429,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0643900","TraesCS1B03G0730000","TraesCS1D03G0600900",1431,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0644900","TraesCS1B03G0730400","TraesCS1D03G0601500",1433,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0645400","TraesCS1B03G0731100","TraesCS1D03G0602400",1437,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0645900","TraesCS1B03G0731800","TraesCS1D03G0602800",1440,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0646500","TraesCS1B03G0732700","TraesCS1D03G0604400",1442,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0646700","TraesCS1B03G0733000","TraesCS1D03G0604700",1443,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0646900","TraesCS1B03G0733100","TraesCS1D03G0604900",1444,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0647900","TraesCS1B03G0733900","TraesCS1D03G0605500",1448,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0648000","TraesCS1B03G0734000","TraesCS1D03G0605600",1449,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0648100","TraesCS1B03G0734100","TraesCS1D03G0605700",1450,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0648300","TraesCS1B03G0734200","TraesCS1D03G0605900",1451,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0648800","TraesCS1B03G0734800","TraesCS1D03G0606600",1452,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0648900","TraesCS1B03G0734900","TraesCS1D03G0606900",1453,"01:01:01","syntenic","triad",1,"ABD",FALSE,TRUE,FALSE,"B",1,"Down"
"TraesCS1A03G0649000","TraesCS1B03G0735000","TraesCS1D03G0607000",1454,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0649100","TraesCS1B03G0735900","TraesCS1D03G0607700",1455,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,TRUE,"D",1,"Down"
"TraesCS1A03G0650100","TraesCS1B03G0737500","TraesCS1D03G0608000",1456,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0649900","TraesCS1B03G0737600","TraesCS1D03G0608400",1457,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,TRUE,"D",1,"Down"
"TraesCS1A03G0650500","TraesCS1B03G0741900","TraesCS1D03G0609300",1460,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0650800","TraesCS1B03G0741600","TraesCS1D03G0609700",1463,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0653000","TraesCS1B03G0740000","TraesCS1D03G0611100",1468,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0653200","TraesCS1B03G0739700","TraesCS1D03G0611300",1470,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0653300","TraesCS1B03G0739200","TraesCS1D03G0611400",1471,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0653600","TraesCS1B03G0739000","TraesCS1D03G0611500",1472,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0654000","TraesCS1B03G0738800","TraesCS1D03G0611800",1473,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0655700","TraesCS1B03G0738000","TraesCS1D03G0613400",1476,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0655800","TraesCS1B03G0743300","TraesCS1D03G0613500",1477,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS1A03G0656200","TraesCS1B03G0743900","TraesCS1D03G0613900",1479,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0657000","TraesCS1B03G0745100","TraesCS1D03G0614900",1483,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0657800","TraesCS1B03G0745900","TraesCS1D03G0615800",1488,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0657900","TraesCS1B03G0746000","TraesCS1D03G0615900",1489,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0660000","TraesCS1B03G0748200","TraesCS1D03G0617600",1496,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS1A03G0660500","TraesCS1B03G0749400","TraesCS1D03G0617800",1498,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS1A03G0661200","TraesCS1B03G0749800","TraesCS1D03G0618200",1501,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0661600","TraesCS1B03G0750000","TraesCS1D03G0618600",1503,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0661700","TraesCS1B03G0750300","TraesCS1D03G0618800",1504,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0662000","TraesCS1B03G0750400","TraesCS1D03G0618900",1505,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0663000","TraesCS1B03G0753200","TraesCS1D03G0624600",1509,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0663200","TraesCS1B03G0753700","TraesCS1D03G0624800",1510,"01:01:01","syntenic","triad",1,"ABD",FALSE,TRUE,TRUE,"BD",2,"Down"
"TraesCS1A03G0663500","TraesCS1B03G0753800","TraesCS1D03G0624900",1511,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,FALSE,"AB",2,"Down"
"TraesCS1A03G0664000","TraesCS1B03G0754200","TraesCS1D03G0625500",1512,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS1A03G0664100","TraesCS1B03G0754300","TraesCS1D03G0625700",1513,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,TRUE,"D",1,"Down"
"TraesCS1A03G0664300","TraesCS1B03G0754600","TraesCS1D03G0625800",1514,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0666000","TraesCS1B03G0756000","TraesCS1D03G0627300",1518,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0667700","TraesCS1B03G0758600","TraesCS1D03G0629500",1524,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0667800","TraesCS1B03G0758900","TraesCS1D03G0629600",1525,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0668200","TraesCS1B03G0759600","TraesCS1D03G0630400",1529,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS1A03G0668700","TraesCS1B03G0760400","TraesCS1D03G0632000",1533,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0669200","TraesCS1B03G0760500","TraesCS1D03G0632300",1534,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0670100","TraesCS1B03G0761600","TraesCS1D03G0633100",1539,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0671100","TraesCS1B03G0762600","TraesCS1D03G0634500",1543,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0671300","TraesCS1B03G0763000","TraesCS1D03G0634700",1545,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0672800","TraesCS1B03G0765200","TraesCS1D03G0637400",1554,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0673200","TraesCS1B03G0765800","TraesCS1D03G0637600",1556,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0673800","TraesCS1B03G0766200","TraesCS1D03G0637900",1558,"01:01:01","syntenic","triad",1,"ABD",TRUE,FALSE,FALSE,"A",1,"Down"
"TraesCS1A03G0674400","TraesCS1B03G0766700","TraesCS1D03G0638400",1561,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0674900","TraesCS1B03G0767200","TraesCS1D03G0639100",1564,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,TRUE,"D",1,"Down"
"TraesCS1A03G0676700","TraesCS1B03G0769100","TraesCS1D03G0640900",1569,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS1A03G0677600","TraesCS1B03G0770100","TraesCS1D03G0642000",1572,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0677700","TraesCS1B03G0770200","TraesCS1D03G0642100",1573,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0678900","TraesCS1B03G0771000","TraesCS1D03G0642700",1576,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS1A03G0679600","TraesCS1B03G0772400","TraesCS1D03G0643000",1578,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS1A03G0680800","TraesCS1B03G0773400","TraesCS1D03G0643900",1582,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0681700","TraesCS1B03G0775100","TraesCS1D03G0645200",1587,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0682400","TraesCS1B03G0776500","TraesCS1D03G0646400",1591,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0682500","TraesCS1B03G0776600","TraesCS1D03G0646500",1592,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0683800","TraesCS1B03G0777300","TraesCS1D03G0647400",1596,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0684800","TraesCS1B03G0779000","TraesCS1D03G0648800",1601,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0685100","TraesCS1B03G0779200","TraesCS1D03G0649000",1602,"01:01:01","syntenic","triad",1,"ABD",TRUE,FALSE,TRUE,"AD",2,"Down"
"TraesCS1A03G0685300","TraesCS1B03G0779500","TraesCS1D03G0649200",1604,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS1A03G0686900","TraesCS1B03G0781100","TraesCS1D03G0650600",1607,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS1A03G0688000","TraesCS1B03G0783200","TraesCS1D03G0652000",1610,"01:01:01","syntenic","triad",1,"ABD",TRUE,FALSE,FALSE,"A",1,"Down"
"TraesCS1A03G0690100","TraesCS1B03G0786400","TraesCS1D03G0653900",1614,"01:01:01","syntenic","triad",1,"ABD",TRUE,FALSE,FALSE,"A",1,"Down"
"TraesCS1A03G0690200","TraesCS1B03G0787500","TraesCS1D03G0654500",1615,"01:01:01","syntenic","triad",1,"ABD",FALSE,TRUE,TRUE,"BD",2,"Down"
"TraesCS1A03G0691200","TraesCS1B03G0788100","TraesCS1D03G0655000",1617,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS1A03G0691300","TraesCS1B03G0788200","TraesCS1D03G0655200",1618,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
