"CS_reference" "Paragon_reference" "Category"
"TraesCS3A03G0351200" "TraesPARA_EIv1.0_0804330" "Trans only"
"TraesCS3A03G0352200" "TraesPARA_EIv1.0_0804400" "Ambiguous"
"TraesCS3A03G0354300" "TraesPARA_EIv1.0_0804510" "Conserved"
"TraesCS3A03G0008400" "TraesPARA_EIv1.0_0770380" "Conserved"
"TraesCS3A03G0071400" "TraesPARA_EIv1.0_0776610" "Ambiguous"
"TraesCS3A03G0077500" "TraesPARA_EIv1.0_0777200" "Ambiguous"
"TraesCS3A03G0081800" "TraesPARA_EIv1.0_0777670" "Conserved"
"TraesCS3A03G0082900" "TraesPARA_EIv1.0_0777740" "Ambiguous"
"TraesCS3A03G0085700" "TraesPARA_EIv1.0_0777950" "Ambiguous"
"TraesCS3A03G0463500" "TraesPARA_EIv1.0_0815070" "Ambiguous"
"TraesCS3A03G0095700" "TraesPARA_EIv1.0_0779070" "Conserved"
"TraesCS3A03G0097300" "TraesPARA_EIv1.0_0779230" "Ambiguous"
"TraesCS3A03G0475400" "TraesPARA_EIv1.0_0816230" "Conserved"
"TraesCS3A03G0496200" "TraesPARA_EIv1.0_0818290" "Conserved"
"TraesCS3A03G0514200" "TraesPARA_EIv1.0_0820190" "Conserved"
"TraesCS3A03G0524400" "TraesPARA_EIv1.0_0821290" "Conserved"
"TraesCS3A03G0535900" "TraesPARA_EIv1.0_0822470" "Conserved"
"TraesCS3A03G0160900" "TraesPARA_EIv1.0_0785230" "Ambiguous"
"TraesCS3A03G0000200" "TraesPARA_EIv1.0_0769440" "Conserved"
"TraesCS3A03G0193500" "TraesPARA_EIv1.0_0788300" "Ambiguous"
"TraesCS3A03G0193800" "TraesPARA_EIv1.0_0788320" "Ambiguous"
"TraesCS3A03G0206500" "TraesPARA_EIv1.0_0789620" "Conserved"
"TraesCS3A03G0227000" "TraesPARA_EIv1.0_0791970" "Conserved"
"TraesCS3A03G0230300" "TraesPARA_EIv1.0_0792240" "Ambiguous"
"TraesCS3A03G0014600" "TraesPARA_EIv1.0_0770890" "Ambiguous"
"TraesCS3A03G0017400" "TraesPARA_EIv1.0_0771240" "Ambiguous"
"TraesCS3A03G0247900" "TraesPARA_EIv1.0_0794040" "Conserved"
"TraesCS3A03G0657500" "TraesPARA_EIv1.0_0834220" "Ambiguous"
"TraesCS3A03G0670300" "TraesPARA_EIv1.0_0835500" "Conserved"
"TraesCS3A03G0686600" "TraesPARA_EIv1.0_0837040" "Conserved"
"TraesCS3A03G0692600" "TraesPARA_EIv1.0_0837600" "Conserved"
"TraesCS3A03G0700700" "TraesPARA_EIv1.0_0838350" "Ambiguous"
"TraesCS3A03G0717500" "TraesPARA_EIv1.0_0840020" "Ambiguous"
"TraesCS3A03G0726600" "TraesPARA_EIv1.0_0841020" "Ambiguous"
"TraesCS3A03G0728000" "TraesPARA_EIv1.0_0841150" "Ambiguous"
"TraesCS3A03G0740400" "TraesPARA_EIv1.0_0842300" "Ambiguous"
"TraesCS3A03G0741000" "TraesPARA_EIv1.0_0842250" "Compensatory"
"TraesCS3A03G0742300" "TraesPARA_EIv1.0_0842380" "Ambiguous"
"TraesCS3A03G0743200" "TraesPARA_EIv1.0_0842420" "Conserved"
"TraesCS3A03G0743500" "TraesPARA_EIv1.0_0842440" "Ambiguous"
"TraesCS3A03G0746300" "TraesPARA_EIv1.0_0842780" "Conserved"
"TraesCS3A03G0749600" "TraesPARA_EIv1.0_0843060" "Ambiguous"
"TraesCS3A03G0752300" "TraesPARA_EIv1.0_0843330" "Conserved"
"TraesCS3A03G0756300" "TraesPARA_EIv1.0_0843820" "Conserved"
"TraesCS3A03G0762400" "TraesPARA_EIv1.0_0844400" "Conserved"
"TraesCS3A03G0763900" "TraesPARA_EIv1.0_0844540" "Conserved"
"TraesCS3A03G0771200" "TraesPARA_EIv1.0_0845250" "Conserved"
"TraesCS3A03G0775500" "TraesPARA_EIv1.0_0845580" "Conserved"
"TraesCS3A03G0787100" "TraesPARA_EIv1.0_0846610" "Ambiguous"
"TraesCS3A03G0793000" "TraesPARA_EIv1.0_0847080" "Conserved"
"TraesCS3A03G0813200" "TraesPARA_EIv1.0_0848990" "Ambiguous"
"TraesCS3A03G0814000" "TraesPARA_EIv1.0_0849040" "Conserved"
"TraesCS3A03G0851000" "TraesPARA_EIv1.0_0852280" "Conserved"
"TraesCS3A03G0865800" "TraesPARA_EIv1.0_0853600" "Ambiguous"
"TraesCS3A03G0865900" "TraesPARA_EIv1.0_0853610" "Ambiguous"
"TraesCS3A03G0872300" "TraesPARA_EIv1.0_0854080" "Conserved"
"TraesCS3A03G0872800" "TraesPARA_EIv1.0_0854130" "Conserved"
"TraesCS3A03G0884700" "TraesPARA_EIv1.0_0855420" "Ambiguous"
"TraesCS3A03G0885200" "TraesPARA_EIv1.0_0855470" "Conserved"
"TraesCS3A03G0885700" "TraesPARA_EIv1.0_0855560" "Ambiguous"
"TraesCS3A03G0888300" "TraesPARA_EIv1.0_0855860" "Ambiguous"
"TraesCS3A03G0895400" "TraesPARA_EIv1.0_0856350" "Ambiguous"
"TraesCS3A03G0900700" "TraesPARA_EIv1.0_0856940" "Ambiguous"
"TraesCS3A03G0902200" "TraesPARA_EIv1.0_0857060" "Conserved"
"TraesCS3A03G0932600" "TraesPARA_EIv1.0_0859820" "Ambiguous"
"TraesCS3A03G0946500" "TraesPARA_EIv1.0_0862140" "Conserved"
"TraesCS3A03G0947400" "TraesPARA_EIv1.0_0862090" "Ambiguous"
"TraesCS3A03G0948300" "TraesPARA_EIv1.0_0862050" "Ambiguous"
"TraesCS3A03G0949500" "TraesPARA_EIv1.0_0861970" "Conserved"
"TraesCS3A03G0950500" "TraesPARA_EIv1.0_0861880" "Ambiguous"
"TraesCS3A03G0951400" "TraesPARA_EIv1.0_0861770" "Ambiguous"
"TraesCS3A03G0954200" "TraesPARA_EIv1.0_0861500" "Ambiguous"
"TraesCS3A03G0955800" "TraesPARA_EIv1.0_0861360" "Conserved"
"TraesCS3A03G0964300" "TraesPARA_EIv1.0_0862810" "Ambiguous"
"TraesCS3A03G0964400" "TraesPARA_EIv1.0_0862820" "Conserved"
"TraesCS3A03G0969600" "TraesPARA_EIv1.0_0863480" "Ambiguous"
"TraesCS3A03G0970900" "TraesPARA_EIv1.0_0863660" "Conserved"
"TraesCS3A03G0999500" "TraesPARA_EIv1.0_0866270" "Conserved"
"TraesCS3A03G1021700" "TraesPARA_EIv1.0_0868170" "Conserved"
"TraesCS3A03G1022100" "TraesPARA_EIv1.0_0868200" "Conserved"
"TraesCS3A03G1022400" "TraesPARA_EIv1.0_0868230" "Ambiguous"
"TraesCS3A03G1023500" "TraesPARA_EIv1.0_0868350" "Conserved"
"TraesCS3A03G1024100" "TraesPARA_EIv1.0_0868430" "Conserved"
"TraesCS3A03G1025100" "TraesPARA_EIv1.0_0868520" "Conserved"
"TraesCS3A03G1035100" "TraesPARA_EIv1.0_0869520" "Ambiguous"
"TraesCS3A03G1041800" "TraesPARA_EIv1.0_0870270" "Conserved"
"TraesCS3A03G1042500" "TraesPARA_EIv1.0_0870330" "Conserved"
"TraesCS3A03G1045300" "TraesPARA_EIv1.0_0870590" "Ambiguous"
"TraesCS3A03G1072400" "TraesPARA_EIv1.0_0872940" "Conserved"
"TraesCS3A03G1127700" "TraesPARA_EIv1.0_0878070" "Ambiguous"
"TraesCS3A03G1137700" "TraesPARA_EIv1.0_0878930" "Conserved"
"TraesCS3A03G1137900" "TraesPARA_EIv1.0_0878940" "Conserved"
"TraesCS3A03G1164200" "TraesPARA_EIv1.0_0883140" "Conserved"
"TraesCS3A03G1166800" "TraesPARA_EIv1.0_0883390" "Conserved"
"TraesCS3A03G1171500" "TraesPARA_EIv1.0_0883850" "Conserved"
"TraesCS3A03G1181800" "TraesPARA_EIv1.0_0884870" "Conserved"
"TraesCS3A03G1211200" "TraesPARA_EIv1.0_0887950" "Conserved"
"TraesCS3A03G1228500" "TraesPARA_EIv1.0_0889890" "Ambiguous"
"TraesCS3A03G1241000" "TraesPARA_EIv1.0_0891120" "Conserved"
"TraesCS3A03G1252800" "TraesPARA_EIv1.0_0892630" "Conserved"
"TraesCS3A03G1253000" "TraesPARA_EIv1.0_0892660" "Conserved"
"TraesCS3A03G1257300" "TraesPARA_EIv1.0_0892910" "Ambiguous"
"TraesCS3A03G1258800" "TraesPARA_EIv1.0_0893070" "Conserved"
"TraesCS3A03G1267300" "TraesPARA_EIv1.0_0894090" "Conserved"
"TraesCS3A03G1269800" "TraesPARA_EIv1.0_0894300" "Trans only"
"TraesCS3A03G1276200" "TraesPARA_EIv1.0_0894980" "Conserved"
"TraesCS3A03G1277700" "TraesPARA_EIv1.0_0895120" "Conserved"
"TraesCS3A03G0585600" "TraesPARA_EIv1.0_0827370" "Conserved"
"TraesCS3A03G0594600" "TraesPARA_EIv1.0_0828290" "Conserved"
"TraesCS3A03G0618800" "TraesPARA_EIv1.0_0830550" "Conserved"
"TraesCS3B03G0286900" "TraesPARA_EIv1.0_1018520" "Ambiguous"
"TraesCS3B03G0292300" "TraesPARA_EIv1.0_1018080" "Conserved"
"TraesCS3B03G0296600" "TraesPARA_EIv1.0_1017830" "Ambiguous"
"TraesCS3B03G0302700" "TraesPARA_EIv1.0_1017550" "Conserved"
"TraesCS3B03G0303300" "TraesPARA_EIv1.0_1017480" "Ambiguous"
"TraesCS3B03G0303600" "TraesPARA_EIv1.0_1017450" "Ambiguous"
"TraesCS3B03G0037900" "TraesPARA_EIv1.0_1045030" "Conserved"
"TraesCS3B03G0309800" "TraesPARA_EIv1.0_1016940" "Ambiguous"
"TraesCS3B03G0312500" "TraesPARA_EIv1.0_1016700" "Conserved"
"TraesCS3B03G0316400" "TraesPARA_EIv1.0_1016320" "Conserved"
"TraesCS3B03G0316800" "TraesPARA_EIv1.0_1016280" "Conserved"
"TraesCS3B03G0318200" "TraesPARA_EIv1.0_1016170" "Ambiguous"
"TraesCS3B03G0321000" "TraesPARA_EIv1.0_1015910" "Conserved"
"TraesCS3B03G0321500" "TraesPARA_EIv1.0_1015850" "Ambiguous"
"TraesCS3B03G0327700" "TraesPARA_EIv1.0_1015230" "Ambiguous"
"TraesCS3B03G0330200" "TraesPARA_EIv1.0_1015080" "Ambiguous"
"TraesCS3B03G0047600" "TraesPARA_EIv1.0_1044220" "Ambiguous"
"TraesCS3B03G0049200" "TraesPARA_EIv1.0_1044140" "Cis only"
"TraesCS3B03G0365000" "TraesPARA_EIv1.0_1011630" "Conserved"
"TraesCS3B03G0365600" "TraesPARA_EIv1.0_1011570" "Ambiguous"
"TraesCS3B03G0374100" "TraesPARA_EIv1.0_1010840" "Ambiguous"
"TraesCS3B03G0374400" "TraesPARA_EIv1.0_1010800" "Conserved"
"TraesCS3B03G0395700" "TraesPARA_EIv1.0_1008670" "Ambiguous"
"TraesCS3B03G0397400" "TraesPARA_EIv1.0_1008420" "Ambiguous"
"TraesCS3B03G0398700" "TraesPARA_EIv1.0_1008290" "Conserved"
"TraesCS3B03G0431000" "TraesPARA_EIv1.0_1005320" "Conserved"
"TraesCS3B03G0432500" "TraesPARA_EIv1.0_1005150" "Conserved"
"TraesCS3B03G0438600" "TraesPARA_EIv1.0_1004380" "Ambiguous"
"TraesCS3B03G0444100" "TraesPARA_EIv1.0_1003740" "Ambiguous"
"TraesCS3B03G0444700" "TraesPARA_EIv1.0_1003690" "Conserved"
"TraesCS3B03G0461100" "TraesPARA_EIv1.0_1002850" "Conserved"
"TraesCS3B03G0464200" "TraesPARA_EIv1.0_1002520" "Ambiguous"
"TraesCS3B03G0079800" "TraesPARA_EIv1.0_1041190" "Compensatory"
"TraesCS3B03G0468000" "TraesPARA_EIv1.0_1002070" "Conserved"
"TraesCS3B03G0476500" "TraesPARA_EIv1.0_1001290" "Conserved"
"TraesCS3B03G0478400" "TraesPARA_EIv1.0_1001120" "Ambiguous"
"TraesCS3B03G0480900" "TraesPARA_EIv1.0_1000800" "Ambiguous"
"TraesCS3B03G0006400" "TraesPARA_EIv1.0_1049410" "Ambiguous"
"TraesCS3B03G0491300" "TraesPARA_EIv1.0_0999600" "Conserved"
"TraesCS3B03G0495700" "TraesPARA_EIv1.0_0998970" "Ambiguous"
"TraesCS3B03G0496600" "TraesPARA_EIv1.0_0998860" "Conserved"
"TraesCS3B03G0498100" "TraesPARA_EIv1.0_0998670" "Ambiguous"
"TraesCS3B03G0498800" "TraesPARA_EIv1.0_0998580" "Ambiguous"
"TraesCS3B03G0499300" "TraesPARA_EIv1.0_0998540" "Conserved"
"TraesCS3B03G0513500" "TraesPARA_EIv1.0_0997050" "Ambiguous"
"TraesCS3B03G0514300" "TraesPARA_EIv1.0_0996950" "Conserved"
"TraesCS3B03G0524500" "TraesPARA_EIv1.0_0995880" "Conserved"
"TraesCS3B03G0524600" "TraesPARA_EIv1.0_0995860" "Conserved"
"TraesCS3B03G0525100" "TraesPARA_EIv1.0_0995820" "Ambiguous"
"TraesCS3B03G0526400" "TraesPARA_EIv1.0_0995650" "Conserved"
"TraesCS3B03G0528800" "TraesPARA_EIv1.0_0995500" "Conserved"
"TraesCS3B03G0097000" "TraesPARA_EIv1.0_1039110" "Ambiguous"
"TraesCS3B03G0531700" "TraesPARA_EIv1.0_0995130" "Ambiguous"
"TraesCS3B03G0544000" "TraesPARA_EIv1.0_0993770" "Ambiguous"
"TraesCS3B03G0544600" "TraesPARA_EIv1.0_0993690" "Conserved"
"TraesCS3B03G0545200" "TraesPARA_EIv1.0_0993590" "Ambiguous"
"TraesCS3B03G0546000" "TraesPARA_EIv1.0_0993490" "Conserved"
"TraesCS3B03G0546500" "TraesPARA_EIv1.0_0993390" "Conserved"
"TraesCS3B03G0108300" "TraesPARA_EIv1.0_1038090" "Ambiguous"
"TraesCS3B03G0108600" "TraesPARA_EIv1.0_1038060" "Ambiguous"
"TraesCS3B03G0553200" "TraesPARA_EIv1.0_0992560" "Conserved"
"TraesCS3B03G0560900" "TraesPARA_EIv1.0_0991820" "Ambiguous"
"TraesCS3B03G0566300" "TraesPARA_EIv1.0_0991350" "Conserved"
"TraesCS3B03G0567700" "TraesPARA_EIv1.0_0991180" "Conserved"
"TraesCS3B03G0577700" "TraesPARA_EIv1.0_0990340" "Conserved"
"TraesCS3B03G0012000" "TraesPARA_EIv1.0_1048820" "Conserved"
"TraesCS3B03G0592100" "TraesPARA_EIv1.0_0989480" "Ambiguous"
"TraesCS3B03G0598400" "TraesPARA_EIv1.0_0988940" "Ambiguous"
"TraesCS3B03G0601500" "TraesPARA_EIv1.0_0988900" "Conserved"
"TraesCS3B03G0608800" "TraesPARA_EIv1.0_0988350" "Ambiguous"
"TraesCS3B03G0609400" "TraesPARA_EIv1.0_0988270" "Conserved"
"TraesCS3B03G0612200" "TraesPARA_EIv1.0_0988090" "Ambiguous"
"TraesCS3B03G0614200" "TraesPARA_EIv1.0_0987790" "Conserved"
"TraesCS3B03G0623800" "TraesPARA_EIv1.0_0986880" "Conserved"
"TraesCS3B03G0624200" "TraesPARA_EIv1.0_0986790" "Conserved"
"TraesCS3B03G0653200" "TraesPARA_EIv1.0_0983850" "Ambiguous"
"TraesCS3B03G0659500" "TraesPARA_EIv1.0_0983200" "Ambiguous"
"TraesCS3B03G0138600" "TraesPARA_EIv1.0_1033960" "Conserved"
"TraesCS3B03G0153000" "TraesPARA_EIv1.0_1032420" "Conserved"
"TraesCS3B03G0155300" "TraesPARA_EIv1.0_1032150" "Ambiguous"
"TraesCS3B03G0022700" "TraesPARA_EIv1.0_1047150" "Ambiguous"
"TraesCS3B03G0197100" "TraesPARA_EIv1.0_1027920" "Conserved"
"TraesCS3B03G0208400" "TraesPARA_EIv1.0_1026540" "Ambiguous"
"TraesCS3B03G0219700" "TraesPARA_EIv1.0_1024770" "Conserved"
"TraesCS3B03G0224800" "TraesPARA_EIv1.0_1024240" "Conserved"
"TraesCS3B03G0226300" "TraesPARA_EIv1.0_1024080" "Ambiguous"
"TraesCS3B03G0235200" "TraesPARA_EIv1.0_1023360" "Conserved"
"TraesCS3B03G0239200" "TraesPARA_EIv1.0_1023010" "Conserved"
"TraesCS3B03G0239800" "TraesPARA_EIv1.0_1022960" "Conserved"
"TraesCS3B03G0248100" "TraesPARA_EIv1.0_1022160" "Ambiguous"
"TraesCS3B03G0248300" "TraesPARA_EIv1.0_1022130" "Conserved"
"TraesCS3B03G0252900" "TraesPARA_EIv1.0_1021620" "Ambiguous"
"TraesCS3B03G0253600" "TraesPARA_EIv1.0_1021490" "Conserved"
"TraesCS3B03G0686500" "TraesPARA_EIv1.0_0980780" "Ambiguous"
"TraesCS3B03G0686600" "TraesPARA_EIv1.0_0980770" "Conserved"
"TraesCS3B03G0871900" "TraesPARA_EIv1.0_0962500" "Conserved"
"TraesCS3B03G0692100" "TraesPARA_EIv1.0_0980210" "Ambiguous"
"TraesCS3B03G0881800" "TraesPARA_EIv1.0_0961440" "Conserved"
"TraesCS3B03G0892700" "TraesPARA_EIv1.0_0960430" "Conserved"
"TraesCS3B03G0903600" "TraesPARA_EIv1.0_0959500" "Conserved"
"TraesCS3B03G0912100" "TraesPARA_EIv1.0_0958680" "Ambiguous"
"TraesCS3B03G0924700" "TraesPARA_EIv1.0_0957590" "Conserved"
"TraesCS3B03G0927900" "TraesPARA_EIv1.0_0957260" "Ambiguous"
"TraesCS3B03G0932900" "TraesPARA_EIv1.0_0956880" "Conserved"
"TraesCS3B03G0934100" "TraesPARA_EIv1.0_0956790" "Conserved"
"TraesCS3B03G0935000" "TraesPARA_EIv1.0_0956690" "Conserved"
"TraesCS3B03G0944400" "TraesPARA_EIv1.0_0955700" "Conserved"
"TraesCS3B03G0947600" "TraesPARA_EIv1.0_0955320" "Conserved"
"TraesCS3B03G0958400" "TraesPARA_EIv1.0_0954250" "Ambiguous"
"TraesCS3B03G0959100" "TraesPARA_EIv1.0_0954200" "Ambiguous"
"TraesCS3B03G0962300" "TraesPARA_EIv1.0_0953860" "Ambiguous"
"TraesCS3B03G0966900" "TraesPARA_EIv1.0_0953440" "Conserved"
"TraesCS3B03G0971300" "TraesPARA_EIv1.0_0952930" "Ambiguous"
"TraesCS3B03G0971600" "TraesPARA_EIv1.0_0952910" "Conserved"
"TraesCS3B03G0983100" "TraesPARA_EIv1.0_0951700" "Trans only"
"TraesCS3B03G0984000" "TraesPARA_EIv1.0_0951610" "Ambiguous"
"TraesCS3B03G0984700" "TraesPARA_EIv1.0_0951550" "Conserved"
"TraesCS3B03G0699600" "TraesPARA_EIv1.0_0979290" "Conserved"
"TraesCS3B03G0990300" "TraesPARA_EIv1.0_0951050" "Conserved"
"TraesCS3B03G0700000" "TraesPARA_EIv1.0_0979230" "Conserved"
"TraesCS3B03G0994000" "TraesPARA_EIv1.0_0950650" "Conserved"
"TraesCS3B03G0995600" "TraesPARA_EIv1.0_0950480" "Conserved"
"TraesCS3B03G0999800" "TraesPARA_EIv1.0_0950150" "Conserved"
"TraesCS3B03G1025800" "TraesPARA_EIv1.0_0947280" "Ambiguous"
"TraesCS3B03G1035000" "TraesPARA_EIv1.0_0946360" "Conserved"
"TraesCS3B03G0703300" "TraesPARA_EIv1.0_0978810" "Ambiguous"
"TraesCS3B03G1040700" "TraesPARA_EIv1.0_0945700" "Ambiguous"
"TraesCS3B03G1042200" "TraesPARA_EIv1.0_0945540" "Conserved"
"TraesCS3B03G0704600" "TraesPARA_EIv1.0_0978690" "Ambiguous"
"TraesCS3B03G1059900" "TraesPARA_EIv1.0_0943620" "Ambiguous"
"TraesCS3B03G1106800" "TraesPARA_EIv1.0_0939500" "Conserved"
"TraesCS3B03G1109400" "TraesPARA_EIv1.0_0939250" "Conserved"
"TraesCS3B03G1134400" "TraesPARA_EIv1.0_0936830" "Ambiguous"
"TraesCS3B03G1139300" "TraesPARA_EIv1.0_0935980" "Conserved"
"TraesCS3B03G1143900" "TraesPARA_EIv1.0_0935530" "Conserved"
"TraesCS3B03G0671300" "TraesPARA_EIv1.0_0982120" "Conserved"
"TraesCS3B03G1169600" "TraesPARA_EIv1.0_0933360" "Ambiguous"
"TraesCS3B03G1173900" "TraesPARA_EIv1.0_0932840" "Ambiguous"
"TraesCS3B03G1176300" "TraesPARA_EIv1.0_0932650" "Ambiguous"
"TraesCS3B03G1190700" "TraesPARA_EIv1.0_0931480" "Conserved"
"TraesCS3B03G1202700" "TraesPARA_EIv1.0_0930510" "Conserved"
"TraesCS3B03G0714000" "TraesPARA_EIv1.0_0977960" "Trans only"
"TraesCS3B03G1216000" "TraesPARA_EIv1.0_0929400" "Conserved"
"TraesCS3B03G1232700" "TraesPARA_EIv1.0_0927610" "Conserved"
"TraesCS3B03G0715900" "TraesPARA_EIv1.0_0977790" "Conserved"
"TraesCS3B03G0672500" "TraesPARA_EIv1.0_0982030" "Conserved"
"TraesCS3B03G1246800" "TraesPARA_EIv1.0_0926210" "Ambiguous"
"TraesCS3B03G0672900" "TraesPARA_EIv1.0_0981990" "Conserved"
"TraesCS3B03G0719300" "TraesPARA_EIv1.0_0977490" "Conserved"
"TraesCS3B03G1310500" "TraesPARA_EIv1.0_0919540" "Compensatory"
"TraesCS3B03G0721900" "TraesPARA_EIv1.0_0977180" "Ambiguous"
"TraesCS3B03G0724700" "TraesPARA_EIv1.0_0976950" "Ambiguous"
"TraesCS3B03G0725400" "TraesPARA_EIv1.0_0976920" "Conserved"
"TraesCS3B03G1419900" "TraesPARA_EIv1.0_0907620" "Ambiguous"
"TraesCS3B03G1431800" "TraesPARA_EIv1.0_0907070" "Conserved"
"TraesCS3B03G1506500" "TraesPARA_EIv1.0_0898420" "Ambiguous"
"TraesCS3B03G0734400" "TraesPARA_EIv1.0_0976010" "Conserved"
"TraesCS3B03G0735400" "TraesPARA_EIv1.0_0975920" "Conserved"
"TraesCS3B03G0737800" "TraesPARA_EIv1.0_0975780" "Conserved"
"TraesCS3B03G0760300" "TraesPARA_EIv1.0_0973520" "Conserved"
"TraesCS3B03G0762200" "TraesPARA_EIv1.0_0973350" "Ambiguous"
"TraesCS3B03G0763600" "TraesPARA_EIv1.0_0973220" "Ambiguous"
"TraesCS3B03G0765900" "TraesPARA_EIv1.0_0972960" "Ambiguous"
"TraesCS3B03G0767100" "TraesPARA_EIv1.0_0972820" "Ambiguous"
"TraesCS3B03G0771400" "TraesPARA_EIv1.0_0972380" "Conserved"
"TraesCS3B03G0787200" "TraesPARA_EIv1.0_0970950" "Conserved"
"TraesCS3B03G0684600" "TraesPARA_EIv1.0_0980920" "Ambiguous"
"TraesCS3B03G0812400" "TraesPARA_EIv1.0_0968590" "Conserved"
"TraesCS3D03G0293200" "TraesPARA_EIv1.0_1081450" "Ambiguous"
"TraesCS3D03G0356100" "TraesPARA_EIv1.0_1087860" "Ambiguous"
"TraesCS3D03G0070100" "TraesPARA_EIv1.0_1058240" "Ambiguous"
"TraesCS3D03G0475600" "TraesPARA_EIv1.0_1101830" "Conserved"
"TraesCS3D03G0229400" "TraesPARA_EIv1.0_1074810" "Ambiguous"
"TraesCS3D03G0242400" "TraesPARA_EIv1.0_1076090" "Ambiguous"
"TraesCS3D03G0247500" "TraesPARA_EIv1.0_1076640" "Conserved"
"TraesCS3D03G0534400" "TraesPARA_EIv1.0_1108670" "Ambiguous"
"TraesCS3D03G0787500" "TraesPARA_EIv1.0_1136510" "Ambiguous"
"TraesCS3D03G0817100" "TraesPARA_EIv1.0_1139440" "Conserved"
"TraesCS3D03G0823700" "TraesPARA_EIv1.0_1140100" "Conserved"
"TraesCS3D03G0826800" "TraesPARA_EIv1.0_1140380" "Conserved"
"TraesCS3D03G0879200" "TraesPARA_EIv1.0_1145680" "Conserved"
"TraesCS3D03G1097000" "TraesPARA_EIv1.0_1168870" "Conserved"
"TraesCS3D03G1131600" "TraesPARA_EIv1.0_1172630" "Ambiguous"
"TraesCS3D03G1154000" "TraesPARA_EIv1.0_1174990" "Ambiguous"
"TraesCS3D03G1159600" "TraesPARA_EIv1.0_1175440" "Conserved"
"TraesCS3D03G1160100" "TraesPARA_EIv1.0_1175490" "Ambiguous"
"TraesCS3D03G1162700" "TraesPARA_EIv1.0_1175710" "Conserved"
"TraesCS3D03G1162800" "TraesPARA_EIv1.0_1175720" "Trans only"
"TraesCS3D03G1188800" "TraesPARA_EIv1.0_1178720" "Ambiguous"
"TraesCS3D03G0627400" "TraesPARA_EIv1.0_1119620" "Conserved"
"TraesCS3D03G0652000" "TraesPARA_EIv1.0_1122320" "Conserved"
"TraesCS4A03G0193900" "TraesPARA_EIv1.0_1288540" "Conserved"
"TraesCS4A03G0194700" "TraesPARA_EIv1.0_1288520" "Ambiguous"
"TraesCS4A03G0195300" "TraesPARA_EIv1.0_1288500" "Conserved"
"TraesCS4A03G0195500" "TraesPARA_EIv1.0_1288480" "Ambiguous"
"TraesCS4A03G0195900" "TraesPARA_EIv1.0_1288440" "Ambiguous"
"TraesCS4A03G0199100" "TraesPARA_EIv1.0_1288170" "Conserved"
"TraesCS4A03G0028000" "TraesPARA_EIv1.0_1303210" "Ambiguous"
"TraesCS4A03G0207600" "TraesPARA_EIv1.0_1287270" "Conserved"
"TraesCS4A03G0209700" "TraesPARA_EIv1.0_1287110" "Conserved"
"TraesCS4A03G0215000" "TraesPARA_EIv1.0_1286590" "Conserved"
"TraesCS4A03G0215400" "TraesPARA_EIv1.0_1286550" "Conserved"
"TraesCS4A03G0218300" "TraesPARA_EIv1.0_1286290" "Ambiguous"
"TraesCS4A03G0222100" "TraesPARA_EIv1.0_1285910" "Conserved"
"TraesCS4A03G0224800" "TraesPARA_EIv1.0_1285640" "Ambiguous"
"TraesCS4A03G0226200" "TraesPARA_EIv1.0_1285440" "Ambiguous"
"TraesCS4A03G0226500" "TraesPARA_EIv1.0_1285320" "Ambiguous"
"TraesCS4A03G0226800" "TraesPARA_EIv1.0_1285290" "Ambiguous"
"TraesCS4A03G0035700" "TraesPARA_EIv1.0_1302550" "Conserved"
"TraesCS4A03G0244900" "TraesPARA_EIv1.0_1283570" "Ambiguous"
"TraesCS4A03G0261200" "TraesPARA_EIv1.0_1282140" "Conserved"
"TraesCS4A03G0313000" "TraesPARA_EIv1.0_1277390" "Conserved"
"TraesCS4A03G0059700" "TraesPARA_EIv1.0_1300340" "Ambiguous"
"TraesCS4A03G0060100" "TraesPARA_EIv1.0_1300310" "Conserved"
"TraesCS4A03G0063800" "TraesPARA_EIv1.0_1299940" "Ambiguous"
"TraesCS4A03G0362300" "TraesPARA_EIv1.0_1275160" "Conserved"
"TraesCS4A03G0073600" "TraesPARA_EIv1.0_1298900" "Ambiguous"
"TraesCS4A03G0008000" "TraesPARA_EIv1.0_1305270" "Conserved"
"TraesCS4A03G0095500" "TraesPARA_EIv1.0_1296700" "Ambiguous"
"TraesCS4A03G0096800" "TraesPARA_EIv1.0_1296560" "Conserved"
"TraesCS4A03G0098800" "TraesPARA_EIv1.0_1296410" "Conserved"
"TraesCS4A03G0011800" "TraesPARA_EIv1.0_1304940" "Conserved"
"TraesCS4A03G0103800" "TraesPARA_EIv1.0_1296010" "Ambiguous"
"TraesCS4A03G0112500" "TraesPARA_EIv1.0_1295220" "Conserved"
"TraesCS4A03G0119200" "TraesPARA_EIv1.0_1293400" "Conserved"
"TraesCS4A03G0120600" "TraesPARA_EIv1.0_1293530" "Conserved"
"TraesCS4A03G0016800" "TraesPARA_EIv1.0_1304430" "Ambiguous"
"TraesCS4A03G0122800" "TraesPARA_EIv1.0_1293690" "Conserved"
"TraesCS4A03G0123000" "TraesPARA_EIv1.0_1293730" "Ambiguous"
"TraesCS4A03G0123400" "TraesPARA_EIv1.0_1293750" "Ambiguous"
"TraesCS4A03G0124400" "TraesPARA_EIv1.0_1293820" "Conserved"
"TraesCS4A03G0129000" "TraesPARA_EIv1.0_1294250" "Conserved"
