group_id,A,B,D,cardinality,synteny,group,chrs,origin
8286,TraesCS3A02G366500,TraesCS3B02G398100,TraesCS3D02G359400,01:01:01,syntenic,triad,3,ABD
8287,TraesCS3A02G366600,TraesCS3B02G398200,TraesCS3D02G359500,01:01:01,syntenic,triad,3,ABD
8288,TraesCS3A02G366800,TraesCS3B02G398400,TraesCS3D02G359700,01:01:01,syntenic,triad,3,ABD
8289,TraesCS3A02G367000,TraesCS3B02G398300,TraesCS3D02G359900,01:01:01,syntenic,triad,3,ABD
8290,TraesCS3A02G367100,TraesCS3B02G398500,TraesCS3D02G360000,01:01:01,syntenic,triad,3,ABD
8291,TraesCS3A02G367200,TraesCS3B02G398900,TraesCS3D02G360100,01:01:01,syntenic,triad,3,ABD
8292,TraesCS3A02G367300,TraesCS3B02G399000,TraesCS3D02G360200,01:01:01,syntenic,triad,3,ABD
8293,TraesCS3A02G367400,TraesCS3B02G399100,TraesCS3D02G360300,01:01:01,syntenic,triad,3,ABD
8294,TraesCS3A02G367500,TraesCS3B02G399200,TraesCS3D02G360400,01:01:01,syntenic,triad,3,ABD
8295,TraesCS3A02G367600,TraesCS3B02G399300,TraesCS3D02G360500,01:01:01,syntenic,triad,3,ABD
8296,TraesCS3A02G367700,TraesCS3B02G399400,TraesCS3D02G360700,01:01:01,syntenic,triad,3,ABD
8297,TraesCS3A02G367800,TraesCS3B02G399500,TraesCS3D02G360800,01:01:01,syntenic,triad,3,ABD
8298,TraesCS3A02G367900,TraesCS3B02G399600,TraesCS3D02G360900,01:01:01,syntenic,triad,3,ABD
8299,TraesCS3A02G368000,TraesCS3B02G399700,TraesCS3D02G361000,01:01:01,syntenic,triad,3,ABD
8300,TraesCS3A02G368100,TraesCS3B02G399800,TraesCS3D02G361100,01:01:01,syntenic,triad,3,ABD
8301,TraesCS3A02G368200,TraesCS3B02G399900,TraesCS3D02G361200,01:01:01,syntenic,triad,3,ABD
8302,TraesCS3A02G368400,TraesCS3B02G400000,TraesCS3D02G361300,01:01:01,syntenic,triad,3,ABD
8303,TraesCS3A02G368600,TraesCS3B02G400100,TraesCS3D02G361500,01:01:01,syntenic,triad,3,ABD
8304,TraesCS3A02G368700,TraesCS3B02G400200,TraesCS3D02G361600,01:01:01,syntenic,triad,3,ABD
8305,TraesCS3A02G368800,TraesCS3B02G400800,TraesCS3D02G361800,01:01:01,syntenic,triad,3,ABD
8306,TraesCS3A02G369000,TraesCS3B02G400900,TraesCS3D02G362000,01:01:01,syntenic,triad,3,ABD
8307,TraesCS3A02G369200,TraesCS3B02G401000,TraesCS3D02G362100,01:01:01,syntenic,triad,3,ABD
8308,TraesCS3A02G369100,TraesCS3B02G401100,TraesCS3D02G362200,01:01:01,syntenic,triad,3,ABD
8309,TraesCS3A02G369300,TraesCS3B02G401200,TraesCS3D02G362300,01:01:01,syntenic,triad,3,ABD
8310,TraesCS3A02G369400,TraesCS3B02G401300,TraesCS3D02G362400,01:01:01,syntenic,triad,3,ABD
8311,TraesCS3A02G369500,TraesCS3B02G401400,TraesCS3D02G362500,01:01:01,syntenic,triad,3,ABD
8312,TraesCS3A02G369600,TraesCS3B02G401500,TraesCS3D02G362600,01:01:01,syntenic,triad,3,ABD
8313,TraesCS3A02G369700,TraesCS3B02G401600,TraesCS3D02G362700,01:01:01,syntenic,triad,3,ABD
8314,TraesCS3A02G369900,TraesCS3B02G401800,TraesCS3D02G362800,01:01:01,syntenic,triad,3,ABD
8315,TraesCS3A02G370000,TraesCS3B02G401900,TraesCS3D02G362900,01:01:01,syntenic,triad,3,ABD
8316,TraesCS3A02G370100,TraesCS3B02G402000,TraesCS3D02G363000,01:01:01,syntenic,triad,3,ABD
8317,TraesCS3A02G370200,TraesCS3B02G402100,TraesCS3D02G363100,01:01:01,syntenic,triad,3,ABD
8318,TraesCS3A02G370300,TraesCS3B02G402200,TraesCS3D02G363200,01:01:01,syntenic,triad,3,ABD
8319,TraesCS1A02G191000,TraesCS3B02G402300,TraesCS3D02G363300,01:01:01,non_syntenic,triad,,ABD
8320,TraesCS3A02G370400,TraesCS3B02G402600,TraesCS3D02G363500,01:01:01,syntenic,triad,3,ABD
8321,TraesCS3A02G370500,TraesCS3B02G402700,TraesCS3D02G363600,01:01:01,syntenic,triad,3,ABD
8322,TraesCS3A02G370600,TraesCS3B02G402800,TraesCS3D02G363700,01:01:01,syntenic,triad,3,ABD
8323,TraesCS3A02G370700,TraesCS3B02G402900,TraesCS3D02G363800,01:01:01,syntenic,triad,3,ABD
8324,TraesCS3A02G370800,TraesCS3B02G403000,TraesCS3D02G363900,01:01:01,syntenic,triad,3,ABD
8325,TraesCS3A02G370900,TraesCS3B02G403100,TraesCS3D02G364000,01:01:01,syntenic,triad,3,ABD
8326,TraesCS3A02G371000,TraesCS3B02G403200,TraesCS3D02G364100,01:01:01,syntenic,triad,3,ABD
8327,TraesCS3A02G371100,TraesCS3B02G403300,TraesCS3D02G364200,01:01:01,syntenic,triad,3,ABD
8328,TraesCS3A02G371200,TraesCS3B02G403400,TraesCS3D02G364300,01:01:01,syntenic,triad,3,ABD
8329,TraesCS3A02G371300,TraesCS3B02G403500,TraesCS3D02G364400,01:01:01,syntenic,triad,3,ABD
8330,TraesCS3A02G371500,TraesCS3B02G403800,TraesCS3D02G364600,01:01:01,syntenic,triad,3,ABD
8331,TraesCS3A02G371700,TraesCS3B02G404000,TraesCS3D02G364800,01:01:01,syntenic,triad,3,ABD
8332,TraesCS3A02G372300,TraesCS3B02G404700,TraesCS3D02G365100,01:01:01,syntenic,triad,3,ABD
8333,TraesCS3A02G372400,TraesCS3B02G404800,TraesCS3D02G365200,01:01:01,syntenic,triad,3,ABD
8334,TraesCS3A02G372500,TraesCS3B02G404900,TraesCS3D02G365400,01:01:01,syntenic,triad,3,ABD
8335,TraesCS3A02G372600,TraesCS3B02G405000,TraesCS3D02G365600,01:01:01,syntenic,triad,3,ABD
8336,TraesCS3A02G372700,TraesCS3B02G405100,TraesCS3D02G365700,01:01:01,syntenic,triad,3,ABD
8337,TraesCS3A02G373000,TraesCS3B02G405300,TraesCS3D02G365900,01:01:01,syntenic,triad,3,ABD
8338,TraesCS3A02G373600,TraesCS3B02G405900,TraesCS3D02G366400,01:01:01,syntenic,triad,3,ABD
8339,TraesCS3A02G373800,TraesCS3B02G406000,TraesCS3D02G366500,01:01:01,syntenic,triad,3,ABD
8340,TraesCS3A02G373900,TraesCS3B02G406100,TraesCS3D02G366600,01:01:01,syntenic,triad,3,ABD
8341,TraesCS3A02G374000,TraesCS3B02G406200,TraesCS3D02G366700,01:01:01,syntenic,triad,3,ABD
8342,TraesCS3A02G374100,TraesCS3B02G406300,TraesCS3D02G366800,01:01:01,syntenic,triad,3,ABD
8343,TraesCS3A02G374200,TraesCS3B02G406400,TraesCS3D02G366900,01:01:01,syntenic,triad,3,ABD
8344,TraesCS3A02G374900,TraesCS3B02G407100,TraesCS3D02G367400,01:01:01,syntenic,triad,3,ABD
8345,TraesCS3A02G375100,TraesCS3B02G407300,TraesCS3D02G367600,01:01:01,syntenic,triad,3,ABD
8346,TraesCS3A02G375200,TraesCS3B02G407400,TraesCS3D02G367700,01:01:01,syntenic,triad,3,ABD
8347,TraesCS3A02G375300,TraesCS3B02G407500,TraesCS3D02G367800,01:01:01,syntenic,triad,3,ABD
8348,TraesCS3A02G375400,TraesCS3B02G407600,TraesCS3D02G367900,01:01:01,syntenic,triad,3,ABD
8349,TraesCS3A02G375500,TraesCS3B02G407700,TraesCS3D02G368000,01:01:01,syntenic,triad,3,ABD
8350,TraesCS3A02G375600,TraesCS3B02G407800,TraesCS3D02G368100,01:01:01,syntenic,triad,3,ABD
8351,TraesCS3A02G375700,TraesCS3B02G407900,TraesCS3D02G368200,01:01:01,syntenic,triad,3,ABD
8352,TraesCS3A02G375800,TraesCS3B02G408100,TraesCS3D02G368300,01:01:01,syntenic,triad,3,ABD
8353,TraesCS3A02G375900,TraesCS3B02G408200,TraesCS3D02G368400,01:01:01,syntenic,triad,3,ABD
8354,TraesCS3A02G376000,TraesCS3B02G408300,TraesCS3D02G368500,01:01:01,syntenic,triad,3,ABD
8355,TraesCS3A02G376100,TraesCS3B02G408400,TraesCS3D02G368600,01:01:01,syntenic,triad,3,ABD
8356,TraesCS3A02G376200,TraesCS3B02G408600,TraesCS3D02G368900,01:01:01,syntenic,triad,3,ABD
8357,TraesCS3A02G376300,TraesCS3B02G408800,TraesCS3D02G369100,01:01:01,syntenic,triad,3,ABD
8358,TraesCS3A02G376400,TraesCS3B02G408900,TraesCS3D02G369200,01:01:01,syntenic,triad,3,ABD
8359,TraesCS3A02G376500,TraesCS3B02G575800,TraesCS3D02G369300,01:01:01,syntenic,triad,3,ABD
8360,TraesCS3A02G376600,TraesCS3B02G409100,TraesCS3D02G369500,01:01:01,syntenic,triad,3,ABD
8361,TraesCS3A02G376700,TraesCS3B02G409200,TraesCS3D02G369600,01:01:01,syntenic,triad,3,ABD
8362,TraesCS3A02G376800,TraesCS3B02G409300,TraesCS3D02G369800,01:01:01,syntenic,triad,3,ABD
8363,TraesCS3A02G376900,TraesCS3B02G409400,TraesCS3D02G370000,01:01:01,syntenic,triad,3,ABD
8364,TraesCS3A02G377000,TraesCS3B02G409600,TraesCS3D02G370100,01:01:01,syntenic,triad,3,ABD
8365,TraesCS3A02G377100,TraesCS3B02G409700,TraesCS3D02G370200,01:01:01,syntenic,triad,3,ABD
8366,TraesCS3A02G377200,TraesCS1B02G327700,TraesCS3D02G370300,01:01:01,non_syntenic,triad,,ABD
8367,TraesCS3A02G377300,TraesCS3B02G410000,TraesCS3D02G370400,01:01:01,syntenic,triad,3,ABD
8368,TraesCS3A02G377500,TraesCS3B02G410300,TraesCS3D02G370600,01:01:01,syntenic,triad,3,ABD
8369,TraesCS3A02G377600,TraesCS3B02G410400,TraesCS3D02G370700,01:01:01,syntenic,triad,3,ABD
8370,TraesCS3A02G377700,TraesCS3B02G410500,TraesCS3D02G370800,01:01:01,syntenic,triad,3,ABD
8371,TraesCS3A02G377900,TraesCS3B02G410700,TraesCS3D02G371100,01:01:01,syntenic,triad,3,ABD
8372,TraesCS3A02G377800,TraesCS3B02G410800,TraesCS3D02G371300,01:01:01,syntenic,triad,3,ABD
8373,TraesCS3A02G378300,TraesCS3B02G411000,TraesCS3D02G371600,01:01:01,syntenic,triad,3,ABD
8374,TraesCS3A02G378400,TraesCS3B02G411100,TraesCS3D02G371700,01:01:01,syntenic,triad,3,ABD
8375,TraesCS3A02G378600,TraesCS3B02G411200,TraesCS3D02G371800,01:01:01,syntenic,triad,3,ABD
8376,TraesCS3A02G378700,TraesCS3B02G411300,TraesCS3D02G371900,01:01:01,syntenic,triad,3,ABD
8377,TraesCS3A02G378800,TraesCS3B02G411500,TraesCS3D02G372200,01:01:01,syntenic,triad,3,ABD
8378,TraesCS3A02G378900,TraesCS3B02G411600,TraesCS3D02G372300,01:01:01,syntenic,triad,3,ABD
8379,TraesCS3A02G379000,TraesCS3B02G411900,TraesCS3D02G372500,01:01:01,syntenic,triad,3,ABD
8380,TraesCS3A02G379100,TraesCS3B02G412000,TraesCS3D02G372600,01:01:01,syntenic,triad,3,ABD
8381,TraesCS3A02G379700,TraesCS3B02G412300,TraesCS3D02G372700,01:01:01,syntenic,triad,3,ABD
8382,TraesCS3A02G379800,TraesCS3B02G412400,TraesCS3D02G372800,01:01:01,syntenic,triad,3,ABD
8383,TraesCS3A02G380300,TraesCS3B02G412900,TraesCS3D02G373400,01:01:01,syntenic,triad,3,ABD
8384,TraesCS3A02G380400,TraesCS3B02G413000,TraesCS3D02G373500,01:01:01,syntenic,triad,3,ABD
8385,TraesCS3A02G380500,TraesCS3B02G413100,TraesCS3D02G373600,01:01:01,syntenic,triad,3,ABD
8386,TraesCS3A02G380600,TraesCS3B02G413200,TraesCS3D02G373700,01:01:01,syntenic,triad,3,ABD
8387,TraesCS3A02G380700,TraesCS3B02G413400,TraesCS3D02G373800,01:01:01,syntenic,triad,3,ABD
8388,TraesCS3A02G380800,TraesCS3B02G413500,TraesCS3D02G374000,01:01:01,syntenic,triad,3,ABD
8389,TraesCS3A02G380900,TraesCS3B02G413600,TraesCS3D02G374100,01:01:01,syntenic,triad,3,ABD
8390,TraesCS3A02G381000,TraesCS3B02G413700,TraesCS3D02G374200,01:01:01,syntenic,triad,3,ABD
8391,TraesCS3A02G381100,TraesCS3B02G413800,TraesCS3D02G374300,01:01:01,syntenic,triad,3,ABD
8392,TraesCS3A02G381200,TraesCS3B02G413900,TraesCS3D02G374400,01:01:01,syntenic,triad,3,ABD
8393,TraesCS3A02G381300,TraesCS3B02G414000,TraesCS3D02G374500,01:01:01,syntenic,triad,3,ABD
8394,TraesCS3A02G381400,TraesCS3B02G414100,TraesCS3D02G374600,01:01:01,syntenic,triad,3,ABD
8395,TraesCS3A02G381500,TraesCS3B02G414200,TraesCS3D02G374700,01:01:01,syntenic,triad,3,ABD
8396,TraesCS3A02G381600,TraesCS3B02G414300,TraesCS3D02G374800,01:01:01,syntenic,triad,3,ABD
8397,TraesCS3A02G381800,TraesCS3B02G414400,TraesCS3D02G374900,01:01:01,syntenic,triad,3,ABD
8398,TraesCS3A02G381900,TraesCS3B02G414500,TraesCS3D02G375000,01:01:01,syntenic,triad,3,ABD
8399,TraesCS3A02G382000,TraesCS3B02G414600,TraesCS3D02G375100,01:01:01,syntenic,triad,3,ABD
8400,TraesCS3A02G382200,TraesCS3B02G414900,TraesCS3D02G375800,01:01:01,syntenic,triad,3,ABD
8401,TraesCS3A02G382100,TraesCS3B02G414800,TraesCS3D02G375900,01:01:01,syntenic,triad,3,ABD
8402,TraesCS3A02G383100,TraesCS3B02G415500,TraesCS3D02G376100,01:01:01,syntenic,triad,3,ABD
8403,TraesCS3A02G383200,TraesCS3B02G415600,TraesCS3D02G376200,01:01:01,syntenic,triad,3,ABD
8404,TraesCS3A02G383300,TraesCS3B02G415700,TraesCS3D02G376300,01:01:01,syntenic,triad,3,ABD
8405,TraesCS3A02G383400,TraesCS3B02G415800,TraesCS3D02G376500,01:01:01,syntenic,triad,3,ABD
8406,TraesCS3A02G383500,TraesCS3B02G415900,TraesCS3D02G376600,01:01:01,syntenic,triad,3,ABD
8407,TraesCS3A02G383600,TraesCS3B02G416000,TraesCS3D02G376700,01:01:01,syntenic,triad,3,ABD
8408,TraesCS3A02G383700,TraesCS3B02G416100,TraesCS3D02G376800,01:01:01,syntenic,triad,3,ABD
8409,TraesCS3A02G384200,TraesCS3B02G416200,TraesCS3D02G377100,01:01:01,syntenic,triad,3,ABD
8410,TraesCS3A02G384300,TraesCS3B02G416300,TraesCS3D02G377200,01:01:01,syntenic,triad,3,ABD
8411,TraesCS3A02G384400,TraesCS3B02G416400,TraesCS3D02G377300,01:01:01,syntenic,triad,3,ABD
8412,TraesCS3A02G384500,TraesCS3B02G416700,TraesCS3D02G377400,01:01:01,syntenic,triad,3,ABD
8413,TraesCS3A02G384600,TraesCS3B02G416500,TraesCS3D02G377500,01:01:01,syntenic,triad,3,ABD
8414,TraesCS3A02G384800,TraesCS3B02G416800,TraesCS3D02G377600,01:01:01,syntenic,triad,3,ABD
8415,TraesCS3A02G384900,TraesCS3B02G416900,TraesCS3D02G377700,01:01:01,syntenic,triad,3,ABD
8416,TraesCS3A02G385100,TraesCS3B02G417300,TraesCS3D02G378100,01:01:01,syntenic,triad,3,ABD
8417,TraesCS3A02G385200,TraesCS3B02G417400,TraesCS3D02G378200,01:01:01,syntenic,triad,3,ABD
8418,TraesCS3A02G385300,TraesCS3B02G417500,TraesCS3D02G378300,01:01:01,syntenic,triad,3,ABD
8419,TraesCS3A02G385400,TraesCS3B02G417600,TraesCS3D02G378400,01:01:01,syntenic,triad,3,ABD
8420,TraesCS3A02G385500,TraesCS3B02G417700,TraesCS3D02G378500,01:01:01,syntenic,triad,3,ABD
8421,TraesCS3A02G385600,TraesCS3B02G417800,TraesCS3D02G378700,01:01:01,syntenic,triad,3,ABD
8422,TraesCS3A02G385700,TraesCS3B02G417900,TraesCS3D02G378800,01:01:01,syntenic,triad,3,ABD
8423,TraesCS3A02G385900,TraesCS3B02G418000,TraesCS3D02G378900,01:01:01,syntenic,triad,3,ABD
8424,TraesCS3A02G386000,TraesCS3B02G418100,TraesCS3D02G379000,01:01:01,syntenic,triad,3,ABD
8425,TraesCS3A02G386100,TraesCS3B02G418200,TraesCS3D02G379100,01:01:01,syntenic,triad,3,ABD
8426,TraesCS3A02G386200,TraesCS3B02G418300,TraesCS3D02G379200,01:01:01,syntenic,triad,3,ABD
8427,TraesCS3A02G386300,TraesCS3B02G418400,TraesCS3D02G379300,01:01:01,syntenic,triad,3,ABD
8428,TraesCS6A02G421300,TraesCS3B02G418500,TraesCS3D02G379400,01:01:01,non_syntenic,triad,,ABD
8429,TraesCS3A02G386500,TraesCS3B02G418600,TraesCS3D02G379500,01:01:01,syntenic,triad,3,ABD
8430,TraesCS3A02G390100,TraesCS3B02G418700,TraesCS3D02G379600,01:01:01,syntenic,triad,3,ABD
8431,TraesCS3A02G389900,TraesCS3B02G418900,TraesCS3D02G379800,01:01:01,syntenic,triad,3,ABD
8432,TraesCS3A02G389800,TraesCS3B02G419000,TraesCS3D02G379900,01:01:01,syntenic,triad,3,ABD
8433,TraesCS3A02G389700,TraesCS3B02G419100,TraesCS3D02G380000,01:01:01,syntenic,triad,3,ABD
8434,TraesCS3A02G389600,TraesCS3B02G419200,TraesCS3D02G380100,01:01:01,syntenic,triad,3,ABD
8435,TraesCS3A02G389500,TraesCS3B02G419300,TraesCS3D02G380200,01:01:01,syntenic,triad,3,ABD
8436,TraesCS3A02G389000,TraesCS3B02G419600,TraesCS3D02G380500,01:01:01,syntenic,triad,3,ABD
8437,TraesCS3A02G389100,TraesCS3B02G419700,TraesCS3D02G380600,01:01:01,syntenic,triad,3,ABD
8438,TraesCS3A02G389200,TraesCS3B02G419800,TraesCS3D02G380700,01:01:01,syntenic,triad,3,ABD
8439,TraesCS3A02G388800,TraesCS3B02G419900,TraesCS3D02G380800,01:01:01,syntenic,triad,3,ABD
8440,TraesCS3A02G388700,TraesCS3B02G420100,TraesCS3D02G380900,01:01:01,syntenic,triad,3,ABD
8441,TraesCS3A02G388600,TraesCS3B02G420200,TraesCS3D02G381000,01:01:01,syntenic,triad,3,ABD
8442,TraesCS3A02G388500,TraesCS3B02G420300,TraesCS3D02G381100,01:01:01,syntenic,triad,3,ABD
8443,TraesCS3A02G388400,TraesCS3B02G420400,TraesCS3D02G381200,01:01:01,syntenic,triad,3,ABD
8444,TraesCS3A02G388200,TraesCS3B02G420500,TraesCS3D02G381300,01:01:01,syntenic,triad,3,ABD
8445,TraesCS3A02G388100,TraesCS3B02G420600,TraesCS3D02G381400,01:01:01,syntenic,triad,3,ABD
8446,TraesCS3A02G388000,TraesCS3B02G420700,TraesCS3D02G381500,01:01:01,syntenic,triad,3,ABD
8447,TraesCS3A02G387800,TraesCS3B02G421000,TraesCS3D02G381600,01:01:01,syntenic,triad,3,ABD
8448,TraesCS3A02G387700,TraesCS3B02G421100,TraesCS3D02G381700,01:01:01,syntenic,triad,3,ABD
8449,TraesCS3A02G387600,TraesCS3B02G421200,TraesCS3D02G381800,01:01:01,syntenic,triad,3,ABD
8450,TraesCS3A02G387500,TraesCS3B02G421300,TraesCS3D02G381900,01:01:01,syntenic,triad,3,ABD
8451,TraesCS3A02G387300,TraesCS3B02G421500,TraesCS3D02G382000,01:01:01,syntenic,triad,3,ABD
8452,TraesCS3A02G390200,TraesCS3B02G422200,TraesCS3D02G382500,01:01:01,syntenic,triad,3,ABD
8453,TraesCS3A02G390600,TraesCS3B02G422400,TraesCS3D02G383200,01:01:01,syntenic,triad,3,ABD
8454,TraesCS3A02G390700,TraesCS3B02G422500,TraesCS3D02G383300,01:01:01,syntenic,triad,3,ABD
8455,TraesCS3A02G390800,TraesCS3B02G422600,TraesCS3D02G383400,01:01:01,syntenic,triad,3,ABD
8456,TraesCS3A02G390900,TraesCS3B02G422700,TraesCS3D02G383500,01:01:01,syntenic,triad,3,ABD
8457,TraesCS3A02G391000,TraesCS3B02G422800,TraesCS3D02G383600,01:01:01,syntenic,triad,3,ABD
8458,TraesCS3A02G391500,TraesCS3B02G423200,TraesCS3D02G384100,01:01:01,syntenic,triad,3,ABD
8459,TraesCS3A02G391400,TraesCS3B02G423300,TraesCS3D02G384200,01:01:01,syntenic,triad,3,ABD
8460,TraesCS3A02G391300,TraesCS3B02G423500,TraesCS3D02G384300,01:01:01,syntenic,triad,3,ABD
8461,TraesCS3A02G391600,TraesCS3B02G423600,TraesCS3D02G384500,01:01:01,syntenic,triad,3,ABD
8462,TraesCS3A02G391700,TraesCS3B02G423700,TraesCS3D02G384600,01:01:01,syntenic,triad,3,ABD
8463,TraesCS3A02G391800,TraesCS3B02G423800,TraesCS3D02G384700,01:01:01,syntenic,triad,3,ABD
8464,TraesCS3A02G392100,TraesCS3B02G424100,TraesCS3D02G385200,01:01:01,syntenic,triad,3,ABD
8465,TraesCS3A02G392200,TraesCS3B02G424200,TraesCS3D02G385300,01:01:01,syntenic,triad,3,ABD
8466,TraesCS3A02G392400,TraesCS3B02G424600,TraesCS3D02G385500,01:01:01,syntenic,triad,3,ABD
8467,TraesCS3A02G392800,TraesCS3B02G424700,TraesCS3D02G385600,01:01:01,syntenic,triad,3,ABD
8468,TraesCS3A02G392900,TraesCS3B02G424800,TraesCS3D02G385700,01:01:01,syntenic,triad,3,ABD
8469,TraesCS3A02G393000,TraesCS3B02G424900,TraesCS3D02G385800,01:01:01,syntenic,triad,3,ABD
8470,TraesCS3A02G393100,TraesCS3B02G425200,TraesCS3D02G385900,01:01:01,syntenic,triad,3,ABD
8471,TraesCS3A02G393400,TraesCS3B02G425400,TraesCS3D02G386400,01:01:01,syntenic,triad,3,ABD
8472,TraesCS3A02G393500,TraesCS3B02G425500,TraesCS3D02G387200,01:01:01,syntenic,triad,3,ABD
8473,TraesCS3A02G393900,TraesCS3B02G425900,TraesCS3D02G387600,01:01:01,syntenic,triad,3,ABD
8474,TraesCS3A02G394000,TraesCS3B02G426000,TraesCS3D02G387800,01:01:01,syntenic,triad,3,ABD
8475,TraesCS3A02G394100,TraesCS3B02G426100,TraesCS3D02G387900,01:01:01,syntenic,triad,3,ABD
8476,TraesCS3A02G394200,TraesCS3B02G426200,TraesCS3D02G388000,01:01:01,syntenic,triad,3,ABD
8477,TraesCS3A02G394300,TraesCS3B02G426300,TraesCS3D02G388100,01:01:01,syntenic,triad,3,ABD
8478,TraesCS3A02G394400,TraesCS3B02G426400,TraesCS3D02G388200,01:01:01,syntenic,triad,3,ABD
8479,TraesCS3A02G394500,TraesCS3B02G426500,TraesCS3D02G388300,01:01:01,syntenic,triad,3,ABD
8480,TraesCS3A02G394600,TraesCS3B02G426600,TraesCS3D02G388400,01:01:01,syntenic,triad,3,ABD
8481,TraesCS3A02G394700,TraesCS3B02G426700,TraesCS3D02G388500,01:01:01,syntenic,triad,3,ABD
8482,TraesCS3A02G394800,TraesCS3B02G426800,TraesCS3D02G388600,01:01:01,syntenic,triad,3,ABD
8483,TraesCS3A02G395000,TraesCS3B02G426900,TraesCS3D02G388700,01:01:01,syntenic,triad,3,ABD
8484,TraesCS3A02G395200,TraesCS3B02G427000,TraesCS3D02G388800,01:01:01,syntenic,triad,3,ABD
8485,TraesCS3A02G395300,TraesCS3B02G427100,TraesCS3D02G388900,01:01:01,syntenic,triad,3,ABD
8486,TraesCS3A02G395400,TraesCS3B02G427200,TraesCS3D02G389000,01:01:01,syntenic,triad,3,ABD
8487,TraesCS3A02G395500,TraesCS3B02G427300,TraesCS3D02G389100,01:01:01,syntenic,triad,3,ABD
8488,TraesCS3A02G395600,TraesCS3B02G427400,TraesCS3D02G389200,01:01:01,syntenic,triad,3,ABD
8489,TraesCS3A02G395700,TraesCS3B02G427500,TraesCS3D02G389300,01:01:01,syntenic,triad,3,ABD
8490,TraesCS3A02G395800,TraesCS3B02G427600,TraesCS3D02G389400,01:01:01,syntenic,triad,3,ABD
8491,TraesCS3A02G395900,TraesCS3B02G427900,TraesCS3D02G389800,01:01:01,syntenic,triad,3,ABD
8492,TraesCS3A02G396000,TraesCS3B02G428000,TraesCS3D02G390000,01:01:01,syntenic,triad,3,ABD
8493,TraesCS3A02G396100,TraesCS3B02G428100,TraesCS3D02G390100,01:01:01,syntenic,triad,3,ABD
8494,TraesCS3A02G396200,TraesCS3B02G428200,TraesCS3D02G390200,01:01:01,syntenic,triad,3,ABD
8495,TraesCS3A02G396300,TraesCS3B02G428300,TraesCS3D02G390300,01:01:01,syntenic,triad,3,ABD
8496,TraesCS3A02G396400,TraesCS3B02G428400,TraesCS3D02G390400,01:01:01,syntenic,triad,3,ABD
8497,TraesCS3A02G396500,TraesCS3B02G428500,TraesCS3D02G390500,01:01:01,syntenic,triad,3,ABD
8498,TraesCS3A02G396800,TraesCS3B02G428700,TraesCS3D02G390600,01:01:01,syntenic,triad,3,ABD
8499,TraesCS3A02G396900,TraesCS3B02G428800,TraesCS3D02G390800,01:01:01,syntenic,triad,3,ABD
8500,TraesCS3A02G397000,TraesCS3B02G429000,TraesCS3D02G390900,01:01:01,syntenic,triad,3,ABD
8501,TraesCS3A02G397100,TraesCS3B02G429100,TraesCS3D02G391000,01:01:01,syntenic,triad,3,ABD
8502,TraesCS3A02G397300,TraesCS3B02G429200,TraesCS3D02G391100,01:01:01,syntenic,triad,3,ABD
8503,TraesCS3A02G397500,TraesCS3B02G429400,TraesCS3D02G391300,01:01:01,syntenic,triad,3,ABD
8504,TraesCS3A02G397700,TraesCS3B02G429600,TraesCS3D02G391600,01:01:01,syntenic,triad,3,ABD
8505,TraesCS3A02G397800,TraesCS3B02G429700,TraesCS3D02G391700,01:01:01,syntenic,triad,3,ABD
8506,TraesCS3A02G397900,TraesCS3B02G429900,TraesCS3D02G391800,01:01:01,syntenic,triad,3,ABD
8507,TraesCS3A02G398000,TraesCS3B02G430000,TraesCS3D02G391900,01:01:01,syntenic,triad,3,ABD
8508,TraesCS3A02G398200,TraesCS3B02G430200,TraesCS3D02G392200,01:01:01,syntenic,triad,3,ABD
8509,TraesCS3A02G398300,TraesCS3B02G430300,TraesCS3D02G392300,01:01:01,syntenic,triad,3,ABD
8510,TraesCS3A02G398400,TraesCS3B02G430400,TraesCS3D02G392400,01:01:01,syntenic,triad,3,ABD
8511,TraesCS3A02G398500,TraesCS3B02G430900,TraesCS3D02G392600,01:01:01,syntenic,triad,3,ABD
8512,TraesCS3A02G398600,TraesCS3B02G431000,TraesCS3D02G392700,01:01:01,syntenic,triad,3,ABD
8513,TraesCS3A02G398800,TraesCS3B02G431100,TraesCS3D02G392800,01:01:01,syntenic,triad,3,ABD
8514,TraesCS3A02G398900,TraesCS3B02G431200,TraesCS3D02G392900,01:01:01,syntenic,triad,3,ABD
8515,TraesCS3A02G399000,TraesCS3B02G432000,TraesCS3D02G393200,01:01:01,syntenic,triad,3,ABD
8516,TraesCS3A02G399200,TraesCS3B02G432200,TraesCS3D02G393400,01:01:01,syntenic,triad,3,ABD
8517,TraesCS3A02G399300,TraesCS3B02G432300,TraesCS3D02G393500,01:01:01,syntenic,triad,3,ABD
8518,TraesCS3A02G399500,TraesCS3B02G432400,TraesCS3D02G393600,01:01:01,syntenic,triad,3,ABD
8519,TraesCS3A02G399600,TraesCS3B02G432600,TraesCS3D02G393700,01:01:01,syntenic,triad,3,ABD
8520,TraesCS3A02G399700,TraesCS3B02G432700,TraesCS3D02G393800,01:01:01,syntenic,triad,3,ABD
8521,TraesCS3A02G399900,TraesCS3B02G432900,TraesCS3D02G394100,01:01:01,syntenic,triad,3,ABD
