OG0013276	TraesPARA_EIv1.0_0073630.3	TraesCS1A03G0301200.1
OG0028788	TraesPARA_EIv1.0_1690520.1	TraesCS5B03G0636900.1
OG0028789	TraesPARA_EIv1.0_1038150.1	TraesCS3B03G0107800.1
OG0028790	TraesPARA_EIv1.0_2069850.2	TraesCS6B03G0827400.1
OG0028791	TraesPARA_EIv1.0_1717750.1	TraesCS5B03G0910600.1
OG0028792	TraesPARA_EIv1.0_0171430.1	TraesCS1B03G0707400.1
OG0028793	TraesPARA_EIv1.0_1402540.1	TraesCS4B03G0960900.1
OG0028794	TraesPARA_EIv1.0_1004840.1	TraesCS3B03G0434600.1
OG0028795	TraesPARA_EIv1.0_2003950.1	TraesCS6B03G0105000.1
OG0028796	TraesPARA_EIv1.0_2082200.1	TraesCS6B03G0908400.1
OG0028798	TraesPARA_EIv1.0_1666030.1	TraesCS5B03G0386900.1
OG0028799	TraesPARA_EIv1.0_1636450.1	TraesCS5B03G0089300.1
OG0028800	TraesPARA_EIv1.0_0972260.1	TraesCS3B03G0772200.1
OG0028801	TraesPARA_EIv1.0_0195190.1	TraesCS1B03G0957000.1
OG0028802	TraesPARA_EIv1.0_2409710.1	TraesCS7B03G0446100.1
OG0028803	TraesPARA_EIv1.0_1346080.3	TraesCS4B03G0445400.1
OG0028804	TraesPARA_EIv1.0_1346080.1	TraesCS4B03G0445400.2
OG0028805	TraesPARA_EIv1.0_1346080.2	TraesCS4B03G0445400.3
OG0028806	TraesPARA_EIv1.0_2080920.1	TraesCS6B03G0894300.1
OG0028807	TraesPARA_EIv1.0_0532770.1	TraesCS2B03G0909900.1
OG0028808	TraesPARA_EIv1.0_2486490.1	TraesCS7B03G1192500.1
OG0028809	TraesPARA_EIv1.0_0923460.1	TraesCS3B03G1274300.1
OG0028810	TraesPARA_EIv1.0_0158430.1	TraesCS1B03G0566800.1
OG0028811	TraesPARA_EIv1.0_0508510.1	TraesCS2B03G1164100.1
OG0028812	TraesPARA_EIv1.0_2387160.1	TraesCS7B03G0218800.1
OG0028813	TraesPARA_EIv1.0_2461220.1	TraesCS7B03G0956000.1
OG0028814	TraesPARA_EIv1.0_1661350.1	TraesCS5B03G0339800.1
OG0028815	TraesPARA_EIv1.0_1306500.1	TraesCS4B03G0002700.1
OG0028816	TraesPARA_EIv1.0_1405750.1	TraesCS4B03G0990600.1
OG0028817	TraesPARA_EIv1.0_0500600.1	TraesCS2B03G1246700.1
OG0028818	TraesPARA_EIv1.0_1336420.5	TraesCS4B03G0294700.6
OG0028819	TraesPARA_EIv1.0_1336420.8	TraesCS4B03G0294700.3
OG0028820	TraesPARA_EIv1.0_0197820.1	TraesCS1B03G0983000.1
OG0028821	TraesPARA_EIv1.0_0497140.1	TraesCS2B03G1279100.1
OG0028822	TraesPARA_EIv1.0_2053790.1	TraesCS6B03G0604200.1
OG0028823	TraesPARA_EIv1.0_0506560.1	TraesCS2B03G1184700.1
OG0028824	TraesPARA_EIv1.0_2451090.1	TraesCS7B03G0851500.1
OG0028825	TraesPARA_EIv1.0_1395030.1	TraesCS4B03G0886000.1
OG0028826	TraesPARA_EIv1.0_2030100.1	TraesCS6B03G0349800.1
OG0028827	TraesPARA_EIv1.0_0941750.1	TraesCS3B03G1085100.1
OG0028828	TraesPARA_EIv1.0_1349950.1	TraesCS4B03G0400500.1
OG0028829	TraesPARA_EIv1.0_0579430.1	TraesCS2B03G0424700.1
OG0028830	TraesPARA_EIv1.0_2017940.1	TraesCS6B03G0226900.1
OG0028831	TraesPARA_EIv1.0_2100600.1	TraesCS6B03G1109200.1
OG0028832	TraesPARA_EIv1.0_1673540.1	TraesCS5B03G0457900.1
OG0028833	TraesPARA_EIv1.0_2105140.1	TraesCS6B03G1151300.1
OG0028834	TraesPARA_EIv1.0_1308940.1	TraesCS4B03G0022200.1
OG0028835	TraesPARA_EIv1.0_0985560.1	TraesCS3B03G0636700.1
OG0028836	TraesPARA_EIv1.0_0926800.1	TraesCS3B03G1241800.1
OG0028837	TraesPARA_EIv1.0_1636190.1	TraesCS5B03G0086300.1
OG0028838	TraesPARA_EIv1.0_0586550.1	TraesCS2B03G0341700.1
OG0028839	TraesPARA_EIv1.0_0901980.1	TraesCS3B03G1476600.1
OG0028840	TraesPARA_EIv1.0_1390170.1	TraesCS4B03G0839000.1
OG0028841	TraesPARA_EIv1.0_0550780.1	TraesCS2B03G0711500.1
OG0028842	TraesPARA_EIv1.0_0569720.1	TraesCS2B03G0518700.1
OG0028843	TraesPARA_EIv1.0_0928420.1	TraesCS3B03G1224600.1
OG0028844	TraesPARA_EIv1.0_2450970.2	TraesCS7B03G0850600.3
OG0028845	TraesPARA_EIv1.0_0518530.1	TraesCS2B03G1061400.1
OG0028846	TraesPARA_EIv1.0_1375450.1	TraesCS4B03G0692500.1
OG0028847	TraesPARA_EIv1.0_2466700.1	TraesCS7B03G1006500.1
OG0028848	TraesPARA_EIv1.0_0549510.1	TraesCS2B03G0725800.1
OG0028849	TraesPARA_EIv1.0_0950420.1	TraesCS3B03G0996800.1
OG0028850	TraesPARA_EIv1.0_0918670.1	TraesCS3B03G1317900.1
OG0028851	TraesPARA_EIv1.0_0983830.1	TraesCS3B03G0653800.1
OG0028852	TraesPARA_EIv1.0_2066660.1	TraesCS6B03G0747900.1
OG0028853	TraesPARA_EIv1.0_1674970.1	TraesCS5B03G0471500.1
OG0028854	TraesPARA_EIv1.0_2095840.1	TraesCS6B03G1054200.1
OG0028855	TraesPARA_EIv1.0_1339990.1	TraesCS4B03G0329500.1
OG0028856	TraesPARA_EIv1.0_2392030.1	TraesCS7B03G0403800.1
OG0028857	TraesPARA_EIv1.0_1688710.1	TraesCS5B03G0620800.1
OG0028858	TraesPARA_EIv1.0_2084700.1	TraesCS6B03G0935200.1
OG0028859	TraesPARA_EIv1.0_0180320.1	TraesCS1B03G0800900.1
OG0028860	TraesPARA_EIv1.0_1630810.1	TraesCS5B03G0037200.1
OG0028861	TraesPARA_EIv1.0_1647020.1	TraesCS5B03G0196900.1
OG0028862	TraesPARA_EIv1.0_1354430.1	TraesCS4B03G0479000.1
OG0028863	TraesPARA_EIv1.0_0148290.1	TraesCS1B03G0455800.1
OG0028864	TraesPARA_EIv1.0_0586990.1	TraesCS2B03G0337500.1
OG0028865	TraesPARA_EIv1.0_0155540.1	TraesCS1B03G0535800.1
OG0028866	TraesPARA_EIv1.0_1016970.1	TraesCS3B03G0309200.1
OG0028867	TraesPARA_EIv1.0_1659380.1	TraesCS5B03G0321900.1
OG0028868	TraesPARA_EIv1.0_0544390.1	TraesCS2B03G0783600.1
OG0028869	TraesPARA_EIv1.0_1684120.1	TraesCS5B03G0573200.1
OG0028870	TraesPARA_EIv1.0_0952890.1	TraesCS3B03G0971800.1
OG0028872	TraesPARA_EIv1.0_2440080.1	TraesCS7B03G0745300.1
OG0028873	TraesPARA_EIv1.0_1650810.1	TraesCS5B03G0235100.1
OG0028874	TraesPARA_EIv1.0_1748460.1	TraesCS5B03G1221700.1
OG0028875	TraesPARA_EIv1.0_1692080.1	TraesCS5B03G0656600.1
OG0028876	TraesPARA_EIv1.0_1720450.1	TraesCS5B03G0938800.1
OG0028877	TraesPARA_EIv1.0_2462080.1	TraesCS7B03G0964600.1
OG0028878	TraesPARA_EIv1.0_1732320.1	TraesCS5B03G1062000.1
OG0028879	TraesPARA_EIv1.0_2379360.1	TraesCS7B03G0143400.1
OG0028880	TraesPARA_EIv1.0_2064180.1	TraesCS6B03G0718800.1
OG0028881	TraesPARA_EIv1.0_0152370.1	TraesCS1B03G0501900.1
OG0028882	TraesPARA_EIv1.0_0193450.1	TraesCS1B03G0941600.1
OG0028883	TraesPARA_EIv1.0_1740500.1	TraesCS5B03G1142500.1
OG0028884	TraesPARA_EIv1.0_1668490.1	TraesCS5B03G0410200.1
OG0028885	TraesPARA_EIv1.0_0565370.1	TraesCS2B03G0560700.1
OG0028886	TraesPARA_EIv1.0_2444180.1	TraesCS7B03G0785800.1
OG0028887	TraesPARA_EIv1.0_1680510.1	TraesCS5B03G0531800.1
OG0028888	TraesPARA_EIv1.0_1681660.1	TraesCS5B03G0544700.1
OG0028889	TraesPARA_EIv1.0_1674890.1	TraesCS5B03G0470100.1
OG0028890	TraesPARA_EIv1.0_0931350.1	TraesCS3B03G1192800.1
OG0028891	TraesPARA_EIv1.0_2108170.1	TraesCS6B03G1180400.1
OG0028892	TraesPARA_EIv1.0_1020920.1	TraesCS3B03G0259100.1
OG0028893	TraesPARA_EIv1.0_1754910.1	TraesCS5B03G1290900.1
OG0028894	TraesPARA_EIv1.0_2061850.1	TraesCS6B03G0701900.1
OG0028895	TraesPARA_EIv1.0_0533360.1	TraesCS2B03G0904800.1
OG0028896	TraesPARA_EIv1.0_0944900.1	TraesCS3B03G1048500.1
OG0028897	TraesPARA_EIv1.0_1032180.1	TraesCS3B03G0154900.1
OG0028898	TraesPARA_EIv1.0_0164270.1	TraesCS1B03G0627000.1
OG0028899	TraesPARA_EIv1.0_0939140.1	TraesCS3B03G1110200.1
OG0028900	TraesPARA_EIv1.0_1705970.1	TraesCS5B03G0795800.1
OG0028901	TraesPARA_EIv1.0_0623480.1	TraesCS2B03G0006900.1
OG0028902	TraesPARA_EIv1.0_0965850.1	TraesCS3B03G0839700.1
OG0028903	TraesPARA_EIv1.0_1668870.1	TraesCS5B03G0414300.1
OG0028904	TraesPARA_EIv1.0_0608940.1	TraesCS2B03G0130700.1
OG0028905	TraesPARA_EIv1.0_1390030.1	TraesCS4B03G0836800.1
OG0028906	TraesPARA_EIv1.0_1376660.1	TraesCS4B03G0703500.1
OG0028907	TraesPARA_EIv1.0_1656410.2	TraesCS5B03G0309500.2
OG0028908	TraesPARA_EIv1.0_0969080.1	TraesCS3B03G0809300.1
OG0028909	TraesPARA_EIv1.0_1386130.1	TraesCS4B03G0796200.1
OG0028910	TraesPARA_EIv1.0_1706900.1	TraesCS5B03G0806000.1
OG0028911	TraesPARA_EIv1.0_0177140.1	TraesCS1B03G0767300.1
OG0028912	TraesPARA_EIv1.0_0975120.2	TraesCS3B03G0744100.2
OG0028913	TraesPARA_EIv1.0_1380640.1	TraesCS4B03G0742700.1
OG0028914	TraesPARA_EIv1.0_2380820.1	TraesCS7B03G0157100.1
OG0028915	TraesPARA_EIv1.0_0565520.1	TraesCS2B03G0559800.1
OG0028916	TraesPARA_EIv1.0_1703810.1	TraesCS5B03G0774400.1
OG0028917	TraesPARA_EIv1.0_0951700.1	TraesCS3B03G0983100.1
OG0028918	TraesPARA_EIv1.0_1643970.1	TraesCS5B03G0164200.1
OG0028919	TraesPARA_EIv1.0_0588180.1	TraesCS2B03G0327400.1
OG0028920	TraesPARA_EIv1.0_0209560.1	TraesCS1B03G1102900.1
OG0028921	TraesPARA_EIv1.0_2026510.1	TraesCS6B03G0307800.1
OG0028922	TraesPARA_EIv1.0_1678100.1	TraesCS5B03G0506500.1
OG0028923	TraesPARA_EIv1.0_0524200.1	TraesCS2B03G0997800.1
OG0028924	TraesPARA_EIv1.0_0593160.1	TraesCS2B03G0279100.1
OG0028925	TraesPARA_EIv1.0_2390660.1	TraesCS7B03G0256100.1
OG0028926	TraesPARA_EIv1.0_0539670.1	TraesCS2B03G0833200.1
OG0028927	TraesPARA_EIv1.0_2443310.1	TraesCS7B03G0776800.1
OG0028928	TraesPARA_EIv1.0_0113450.1	TraesCS1B03G0096100.1
OG0028929	TraesPARA_EIv1.0_0944100.1	TraesCS3B03G1055400.1
OG0028930	TraesPARA_EIv1.0_0485580.1	TraesCS2B03G1403400.1
OG0028931	TraesPARA_EIv1.0_0532710.1	TraesCS2B03G0910700.1
OG0028932	TraesPARA_EIv1.0_0580120.1	TraesCS2B03G0416500.1
OG0028933	TraesPARA_EIv1.0_0599170.1	TraesCS2B03G0224600.1
OG0028934	TraesPARA_EIv1.0_0194400.1	TraesCS1B03G0950200.1
OG0028935	TraesPARA_EIv1.0_0962140.1	TraesCS3B03G0875200.1
OG0028936	TraesPARA_EIv1.0_1699730.1	TraesCS5B03G0733000.1
OG0028937	TraesPARA_EIv1.0_2438890.1	TraesCS7B03G0732200.1
OG0028938	TraesPARA_EIv1.0_1692790.1	TraesCS5B03G0665700.1
OG0028939	TraesPARA_EIv1.0_0938650.1	TraesCS3B03G1115200.1
OG0028940	TraesPARA_EIv1.0_0119220.1	TraesCS1B03G0158500.1
OG0028942	TraesPARA_EIv1.0_1671010.1	TraesCS5B03G0432900.1
OG0028943	TraesPARA_EIv1.0_1374170.1	TraesCS4B03G0682100.1
OG0028944	TraesPARA_EIv1.0_0494510.1	TraesCS2B03G1309100.1
OG0028945	TraesPARA_EIv1.0_1006080.1	TraesCS3B03G0422900.1
OG0028946	TraesPARA_EIv1.0_0146380.1	TraesCS1B03G0436100.1
OG0028947	TraesPARA_EIv1.0_0468190.1	TraesCS2B03G1560200.1
OG0028948	TraesPARA_EIv1.0_1028010.1	TraesCS3B03G0196600.1
OG0028949	TraesPARA_EIv1.0_1723150.1	TraesCS5B03G0968200.1
OG0028950	TraesPARA_EIv1.0_1368160.1	TraesCS4B03G0619300.1
OG0028951	TraesPARA_EIv1.0_1758050.3	TraesCS5B03G1319200.1
OG0028952	TraesPARA_EIv1.0_0553420.1	TraesCS2B03G0677700.1
OG0028953	TraesPARA_EIv1.0_0195390.1	TraesCS1B03G0959000.1
OG0028954	TraesPARA_EIv1.0_2039560.1	TraesCS6B03G0442400.1
OG0028955	TraesPARA_EIv1.0_0570630.1	TraesCS2B03G0510100.1
OG0028956	TraesPARA_EIv1.0_0517040.1	TraesCS2B03G1075200.1
OG0028957	TraesPARA_EIv1.0_1317760.1	TraesCS4B03G0111400.1
OG0028958	TraesPARA_EIv1.0_2025920.1	TraesCS6B03G0302700.1
OG0028959	TraesPARA_EIv1.0_0571750.1	TraesCS2B03G0499100.1
OG0028960	TraesPARA_EIv1.0_0603730.1	TraesCS2B03G0179600.1
OG0028961	TraesPARA_EIv1.0_1709990.1	TraesCS5B03G0834500.1
OG0028962	TraesPARA_EIv1.0_0521680.1	TraesCS2B03G1028100.1
OG0028963	TraesPARA_EIv1.0_1313570.2	TraesCS4B03G0065400.2
OG0028964	TraesPARA_EIv1.0_1313570.1	TraesCS4B03G0065400.1
OG0028965	TraesPARA_EIv1.0_2073910.1	TraesCS6B03G0785900.1
OG0028966	TraesPARA_EIv1.0_1043050.1	TraesCS3B03G0059900.1
OG0028967	TraesPARA_EIv1.0_1402370.1	TraesCS4B03G0959400.1
OG0028968	TraesPARA_EIv1.0_0920610.1	TraesCS3B03G1298500.1
OG0028969	TraesPARA_EIv1.0_1702620.1	TraesCS5B03G0762600.1
OG0028970	TraesPARA_EIv1.0_0198400.1	TraesCS1B03G0990500.1
OG0028971	TraesPARA_EIv1.0_0473150.1	TraesCS2B03G1522800.1
OG0028972	TraesPARA_EIv1.0_0551920.1	TraesCS2B03G0699300.1
OG0028973	TraesPARA_EIv1.0_1726430.1	TraesCS5B03G1003000.1
OG0028974	TraesPARA_EIv1.0_1687130.1	TraesCS5B03G0602900.1
OG0028975	TraesPARA_EIv1.0_0542200.1	TraesCS2B03G0804700.1
OG0028976	TraesPARA_EIv1.0_0102820.2	TraesCS1B03G0003300.2
OG0028977	TraesPARA_EIv1.0_0102820.1	TraesCS1B03G0003300.1
OG0028979	TraesPARA_EIv1.0_1382830.1	TraesCS4B03G0763500.1
OG0028980	TraesPARA_EIv1.0_0584780.1	TraesCS2B03G0363100.1
OG0028981	TraesPARA_EIv1.0_1027250.1	TraesCS3B03G0203800.1
OG0028982	TraesPARA_EIv1.0_0174130.1	TraesCS1B03G0735800.1
OG0028983	TraesPARA_EIv1.0_0572880.6	TraesCS2B03G0491200.2
OG0028984	TraesPARA_EIv1.0_0611460.1	TraesCS2B03G0106300.1
OG0028985	TraesPARA_EIv1.0_0526470.1	TraesCS2B03G0974100.1
OG0028986	TraesPARA_EIv1.0_2381250.1	TraesCS7B03G0162100.1
OG0028987	TraesPARA_EIv1.0_0151690.1	TraesCS1B03G0494500.1
OG0028988	TraesPARA_EIv1.0_1043450.1	TraesCS3B03G0056000.1
OG0028989	TraesPARA_EIv1.0_0928600.1	TraesCS3B03G1222000.1
OG0028990	TraesPARA_EIv1.0_0618700.1	TraesCS2B03G0034400.1
OG0028991	TraesPARA_EIv1.0_0524450.1	TraesCS2B03G0995800.1
OG0028992	TraesPARA_EIv1.0_2438530.1	TraesCS7B03G0728900.1
OG0028993	TraesPARA_EIv1.0_0933830.1	TraesCS3B03G1162300.1
OG0028994	TraesPARA_EIv1.0_2080130.1	TraesCS6B03G0886300.1
OG0028995	TraesPARA_EIv1.0_0531140.1	TraesCS2B03G0927500.1
OG0028997	TraesPARA_EIv1.0_0545870.2	TraesCS2B03G0766600.1
OG0028998	TraesPARA_EIv1.0_0914500.1	TraesCS3B03G1359500.1
OG0028999	TraesPARA_EIv1.0_1332660.1	TraesCS4B03G0257400.1
OG0029000	TraesPARA_EIv1.0_0597660.1	TraesCS2B03G0236400.1
OG0029001	TraesPARA_EIv1.0_2079160.1	TraesCS6B03G0877600.1
OG0029002	TraesPARA_EIv1.0_0613540.1	TraesCS2B03G0085200.1
OG0029003	TraesPARA_EIv1.0_2473740.1	TraesCS7B03G1075100.1
OG0029004	TraesPARA_EIv1.0_1386900.1	TraesCS3B03G1024000.1
OG0029005	TraesPARA_EIv1.0_0209800.1	TraesCS1B03G1105500.1
OG0029006	TraesPARA_EIv1.0_2492680.1	TraesCS7B03G1254300.1
OG0029007	TraesPARA_EIv1.0_1686730.1	TraesCS5B03G0597300.1
OG0029008	TraesPARA_EIv1.0_2380700.1	TraesCS7B03G0156000.1
OG0029009	TraesPARA_EIv1.0_0903800.1	TraesCS3B03G1460100.1
OG0029010	TraesPARA_EIv1.0_1032150.1	TraesCS3B03G0155300.1
OG0029011	TraesPARA_EIv1.0_0576260.1	TraesCS2B03G0455000.1
OG0029012	TraesPARA_EIv1.0_2106750.1	TraesCS6B03G1168300.1
OG0029013	TraesPARA_EIv1.0_0478770.1	TraesCS2B03G1468500.1
OG0029014	TraesPARA_EIv1.0_1752160.1	TraesCS5B03G1264200.1
OG0029015	TraesPARA_EIv1.0_1726230.1	TraesCS5B03G1001300.1
OG0029016	TraesPARA_EIv1.0_0579620.1	TraesCS2B03G0423400.1
OG0029017	TraesPARA_EIv1.0_0552470.1	TraesCS2B03G0693800.1
OG0029018	TraesPARA_EIv1.0_2107190.1	TraesCS6B03G1172500.1
OG0029019	TraesPARA_EIv1.0_1339630.1	TraesCS4B03G0324900.1
OG0029020	TraesPARA_EIv1.0_2045540.1	TraesCS6B03G0502900.1
OG0029021	TraesPARA_EIv1.0_2049420.1	TraesCS6B03G0561300.1
OG0029022	TraesPARA_EIv1.0_0964280.1	TraesCS3B03G0854700.1
OG0029024	TraesPARA_EIv1.0_1375500.1	TraesCS4B03G0693000.1
OG0029025	TraesPARA_EIv1.0_2446170.1	TraesCS7B03G0803800.1
OG0029027	TraesPARA_EIv1.0_0167090.1	TraesCS1B03G0661000.1
OG0029028	TraesPARA_EIv1.0_0162220.1	TraesCS1B03G0604700.1
OG0029029	TraesPARA_EIv1.0_1991040.1	TraesCS7B03G1317400.1
OG0029030	TraesPARA_EIv1.0_2392180.3	TraesCS7B03G0269900.2
OG0029031	TraesPARA_EIv1.0_2368860.1	TraesCS7B03G0031800.1
OG0029032	TraesPARA_EIv1.0_1397070.1	TraesCS4B03G0908400.1
OG0029033	TraesPARA_EIv1.0_1047160.1	TraesCS3B03G0022800.1
OG0029034	TraesPARA_EIv1.0_1043260.1	TraesCS3B03G0057700.1
OG0029035	TraesPARA_EIv1.0_2437160.1	TraesCS7B03G0714900.1
OG0029036	TraesPARA_EIv1.0_1044290.1	TraesCS3B03G0046200.1
OG0029037	TraesPARA_EIv1.0_1674420.1	TraesCS5B03G0465700.1
OG0029038	TraesPARA_EIv1.0_2485150.1	TraesCS7B03G1184000.1
OG0029040	TraesPARA_EIv1.0_0966960.1	TraesCS3B03G0826100.2
OG0029041	TraesPARA_EIv1.0_0931560.1	TraesCS3B03G1189200.1
OG0029042	TraesPARA_EIv1.0_0549270.1	TraesCS2B03G0727600.1
OG0029043	TraesPARA_EIv1.0_1745040.1	TraesCS5B03G1189000.1
OG0029044	TraesPARA_EIv1.0_1324680.1	TraesCS4B03G0181500.1
OG0029045	TraesPARA_EIv1.0_1681950.2	TraesCS5B03G0547900.1
OG0029046	TraesPARA_EIv1.0_1681950.1	TraesCS5B03G0547900.2
OG0029047	TraesPARA_EIv1.0_0575120.1	TraesCS2B03G0467100.1
OG0029048	TraesPARA_EIv1.0_0201680.1	TraesCS1B03G1025300.1
OG0029049	TraesPARA_EIv1.0_1737000.1	TraesCS5B03G1105800.1
OG0029050	TraesPARA_EIv1.0_0574150.1	TraesCS2B03G0476500.1
OG0029052	TraesPARA_EIv1.0_2106330.1	TraesCS6B03G1164000.1
OG0029053	TraesPARA_EIv1.0_0172170.1	TraesCS1B03G0715000.1
OG0029054	TraesPARA_EIv1.0_0939100.2	TraesCS3B03G1110800.1
OG0029055	TraesPARA_EIv1.0_0939100.1	TraesCS3B03G1110800.2
OG0029056	TraesPARA_EIv1.0_0183280.2	TraesCS1B03G0836800.1
OG0029057	TraesPARA_EIv1.0_0497300.1	TraesCS2B03G1277200.1
OG0029059	TraesPARA_EIv1.0_1034320.1	TraesCS3B03G0136400.1
OG0029060	TraesPARA_EIv1.0_1673180.1	TraesCS5B03G0452200.1
OG0029061	TraesPARA_EIv1.0_0948310.1	TraesCS3B03G1016000.1
OG0029062	TraesPARA_EIv1.0_2500240.1	TraesCS7B03G1312700.1
OG0029063	TraesPARA_EIv1.0_0199340.1	TraesCS1B03G1001600.1
OG0029064	TraesPARA_EIv1.0_0522420.1	TraesCS2B03G1019600.1
OG0029065	TraesPARA_EIv1.0_2387990.1	TraesCS7B03G0226600.1
OG0029066	TraesPARA_EIv1.0_0617640.1	TraesCS2B03G0043200.1
OG0029068	TraesPARA_EIv1.0_0107690.1	TraesCS1B03G0047800.1
OG0029069	TraesPARA_EIv1.0_2013560.1	TraesCS6B03G0187500.1
OG0029070	TraesPARA_EIv1.0_1728800.1	TraesCS5B03G1026600.1
OG0029071	TraesPARA_EIv1.0_0954210.1	TraesCS3B03G0958900.1
OG0029072	TraesPARA_EIv1.0_0554730.1	TraesCS2B03G0664600.1
OG0029073	TraesPARA_EIv1.0_0184420.1	TraesCS1B03G0848500.1
OG0029074	TraesPARA_EIv1.0_1728390.1	TraesCS5B03G1021600.1
OG0029075	TraesPARA_EIv1.0_2040040.2	TraesCS6B03G0447600.1
OG0029076	TraesPARA_EIv1.0_2370340.1	TraesCS7B03G0047100.1
OG0029077	TraesPARA_EIv1.0_1364440.1	TraesCS4B03G0576400.1
OG0029078	TraesPARA_EIv1.0_2376660.1	TraesCS7B03G0112100.1
OG0029079	TraesPARA_EIv1.0_0179270.1	TraesCS1B03G0813500.1
OG0029080	TraesPARA_EIv1.0_2369140.1	TraesCS7B03G0034300.1
OG0029081	TraesPARA_EIv1.0_1692460.1	TraesCS5B03G0661000.1
OG0029082	TraesPARA_EIv1.0_1405700.1	TraesCS4B03G0990000.1
OG0029083	TraesPARA_EIv1.0_0956740.1	TraesCS3B03G0934600.1
OG0029084	TraesPARA_EIv1.0_2405410.1	TraesCS7B03G0404400.1
OG0029085	TraesPARA_EIv1.0_1386480.1	TraesCS4B03G0798600.1
OG0029086	TraesPARA_EIv1.0_1726330.1	TraesCS5B03G1002000.1
OG0029087	TraesPARA_EIv1.0_0962760.5	TraesCS3B03G0869100.6
OG0029088	TraesPARA_EIv1.0_0533160.1	TraesCS2B03G0906300.1
OG0029089	TraesPARA_EIv1.0_0129840.1	TraesCS1B03G0268200.1
OG0029090	TraesPARA_EIv1.0_2071180.1	TraesCS6B03G0813900.2
OG0029091	TraesPARA_EIv1.0_0508440.1	TraesCS2B03G1165300.1
OG0029092	TraesPARA_EIv1.0_1016370.1	TraesCS3B03G0315600.1
OG0029093	TraesPARA_EIv1.0_2115260.1	TraesCS6B03G1251400.1
OG0029094	TraesPARA_EIv1.0_0500910.1	TraesCS2B03G1243400.1
OG0029095	TraesPARA_EIv1.0_1365370.1	TraesCS4B03G0585500.1
OG0029096	TraesPARA_EIv1.0_0520760.3	TraesCS2B03G1036300.3
OG0029098	TraesPARA_EIv1.0_1382810.1	TraesCS4B03G0763300.1
OG0029099	TraesPARA_EIv1.0_2083560.1	TraesCS6B03G0922700.1
OG0029100	TraesPARA_EIv1.0_1371000.1	TraesCS4B03G0651300.1
OG0029101	TraesPARA_EIv1.0_0476310.1	TraesCS2B03G1489700.1
OG0029102	TraesPARA_EIv1.0_1385310.1	TraesCS4B03G0787700.1
OG0029103	TraesPARA_EIv1.0_1735580.1	TraesCS5B03G1090800.1
OG0029104	TraesPARA_EIv1.0_2485410.1	TraesCS7B03G1185900.1
OG0029105	TraesPARA_EIv1.0_2005780.1	TraesCS6B03G0122600.1
OG0029106	TraesPARA_EIv1.0_2432480.1	TraesCS7B03G0671600.1
OG0029107	TraesPARA_EIv1.0_0205340.1	TraesCS1B03G1059000.1
OG0029108	TraesPARA_EIv1.0_1309570.1	TraesCS4B03G0027200.1
OG0029109	TraesPARA_EIv1.0_1326170.1	TraesCS4B03G0194700.1
OG0029110	TraesPARA_EIv1.0_2107570.1	TraesCS6B03G1174800.1
OG0029111	TraesPARA_EIv1.0_0110210.1	TraesCS1B03G0070500.1
OG0029112	TraesPARA_EIv1.0_1023280.1	TraesCS3B03G0235600.1
OG0029113	TraesPARA_EIv1.0_2086100.1	TraesCS6B03G0953000.1
OG0029114	TraesPARA_EIv1.0_1649880.1	TraesCS5B03G0224200.1
OG0029115	TraesPARA_EIv1.0_0915750.1	TraesCS3B03G1345400.1
OG0029117	TraesPARA_EIv1.0_1380380.1	TraesCS4B03G0740600.1
OG0029118	TraesPARA_EIv1.0_0156980.2	TraesCS1B03G0550600.1
OG0029119	TraesPARA_EIv1.0_1704450.1	TraesCS5B03G0780800.1
OG0029120	TraesPARA_EIv1.0_0573630.1	TraesCS2B03G0482000.1
OG0029121	TraesPARA_EIv1.0_1360590.1	TraesCS4B03G0540200.2
OG0029122	TraesPARA_EIv1.0_1330250.1	TraesCS4B03G0234700.1
OG0029123	TraesPARA_EIv1.0_1330250.2	TraesCS4B03G0234700.2
OG0029124	TraesPARA_EIv1.0_1012650.3	TraesCS3B03G0355100.1
OG0029125	TraesPARA_EIv1.0_2449720.1	TraesCS7B03G0839000.1
OG0029126	TraesPARA_EIv1.0_2074720.1	TraesCS6B03G0829100.1
OG0029127	TraesPARA_EIv1.0_2459890.1	TraesCS7B03G0942300.1
OG0029128	TraesPARA_EIv1.0_0548270.1	TraesCS2B03G0740500.1
OG0029129	TraesPARA_EIv1.0_0999090.1	TraesCS3B03G0494500.2
OG0029130	TraesPARA_EIv1.0_0133650.1	TraesCS1B03G0307700.1
OG0029131	TraesPARA_EIv1.0_2424030.1	TraesCS7B03G0588700.1
OG0029132	TraesPARA_EIv1.0_0515500.1	TraesCS2B03G1095300.1
OG0029134	TraesPARA_EIv1.0_0981540.1	TraesCS3B03G0677800.1
OG0029135	TraesPARA_EIv1.0_1720380.1	TraesCS5B03G0937900.1
OG0029136	TraesPARA_EIv1.0_0523050.2	TraesCS2B03G1012700.1
OG0029137	TraesPARA_EIv1.0_0523050.1	TraesCS2B03G1012700.2
OG0029138	TraesPARA_EIv1.0_1698500.1	TraesCS5B03G0721700.1
OG0029139	TraesPARA_EIv1.0_2383560.1	TraesCS7B03G0184000.1
OG0029140	TraesPARA_EIv1.0_0492860.1	TraesCS2B03G1326300.1
OG0029141	TraesPARA_EIv1.0_0161070.1	TraesCS1B03G0592800.1
